更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,平均年齢,従業員数,資本金,企業URL,代表者,上場市場名
2024-08-01,ユーザーサイド株式会社,システムインテグレータ（SIer）,5,当社は、北海道に思い入れのあるITのプロフェッショナルが集い、設立した会社です。「お客様のお役に立ちたい」という私たちの熱い想いが、この社名に込められています。総合ITサービス企業として、ITを活用した企業の事業発展、ビジネス価値の創造をお手伝いしています。ITに関連することは何でも柔軟に対応し、全体最適からお客様の要望を実現するためのソリューションを提案、提供します。,北海道札幌市北区北九条西3-19-1ノルテプラザ,2005,34.0,40,67百万円,https://www.userside.co.jp/,,
2024-08-01,有限会社ホームニクス,ベンダ（ハードウェア・ソフトウェア）,4,■事業内容： ホームページ・WEBシステム開発・保守■企業概要：徹底した顧客目線でお客様の悩みを解決いたします。当社では、当たり前を当たり前だと思わない、常識を常識だと思わない精神で徹底して顧客目線にたって商品開発を行っております。,福岡県福岡市博多区石城町18-13グラン・ヨーロピアン1005,,,3,3百万円,https://homenix.jp/,,
2024-08-01,株式会社アール・シー・エス,システムインテグレータ（SIer）,3,■事業内容：電算機ソフトウェアの開発・ソフトウェア・パッケージの販売、電算機ならびに周辺機器・ソフトウェア・関連機材の販売及び賃貸業務、電算機ならびに周辺機器・ソフトウェアの保守サービス、事務計算及び科学技術計算の一般受託、人材派遣事業,香川県高松市錦町1-4-37,1990,44.0,94,75百万円,"Failed to retrieve page, status code: 410",,
2024-07-01,株式会社ネットコムBB,システムインテグレータ（SIer）,8,■概要：同社は、2005年3月にITベンチャー企業として設立して以来、ホームページ作成やECサイト出店、モバイルアプリ・Webシステムなど幅広い事業を展開しています。2007年には地元インターネットプロバイダの事業継承を行い、インターネット黎明期から蓄積されたノウハウという強みも加わっています。変化のスピードが早いIT業界において、今後も多様化する顧客のニーズに応えられるよう、幅広い分野での事業展開を行っています。今後はIPOを目指し、全国展開を図っていく予定です。,佐賀県佐賀市天神3-2-23,2005,32.0,53,69百万円,"Failed to retrieve page, status code: 410",,
2024-07-01,ＮＳＳＬＣサービス株式会社,システムインテグレータ（SIer）,4,■事業内容： NSSLCサービスは、日鉄ソリューションズグループの一員として、システムの運用設計から運用サービス・プロダクトサポートなどを行う会社です。2005年、日鉄ソリューションズグループ内に分散していたシステム運用・保守事業を統合一元化して誕生しました。現在は、日鉄ソリューションズ社ITインフラソリューション事業部門内の運用・保守を担当する部署として、NSSLCサービス株式会社が位置づけれられています。,東京都中央区新川2-27-1東京住友ツインビル東館,2005,42.0,428,250百万円,https://www.nssol.nipponsteel.com/nsslc/,,
2024-06-01,株式会社イグアス,ベンダ（ハードウェア・ソフトウェア）,1,■概要 IT商社として最先端のテクノロジーを駆使し高度なソリューションを全国のパートナーに提供しております。IBMやHUAWEIなどのディストリビューターとして豊富な実績を保有していることも 特徴です。 IBMディストリビューターとしては、すべてのIBMハードウェア製品、ソフトウェア製品を取り扱い、構成支援、テクニカルサポート、稼働検証など、高い技術力でパートナー様をサポートいたします。IBM製品以外にもパートナー様のニーズに合わせた特徴あるサーバー製品や PC、周辺機器等を幅広く取り扱っています。,神奈川県川崎市幸区堀川町580,2006,,340,90百万円,https://www.i-guazu.co.jp,,
2024-08-01,株式会社レコモット,システムインテグレータ（SIer）,7,【事業内容】■今いる場所がオフィスになるクラウドMAM「moconavi」https://moconavi.jp/moconaviとは、テレワークやBYODで仕事をする機会が増えている中、社外でも安全に業務ができるよう開発された高セキュリティのサービスです。moconaviを導入することで、日常業務で使用しているメール、電話帳、ストレージ、CRMなどの各ツールをどんな場所でも、かつ安全に操作することができます。■会社携帯不要！2台持ちから解放される、法人向け050番号の電話サービス「moconavi050」https://moconavi.jp/m050/,東京都千代田区麹町3-3-8麹町センタープレイス8F,2005,39.0,86,100百万円,https://recomot.co.jp/,,
2024-05-01,株式会社トリモ,システムインテグレータ（SIer）,2,■事業内容： 創業以来、金融系を中心としシステム開発支援をメイン事業として行います。また、Web系やAndroid開発のシステム開発支援も積極的に進めています。その活動の中で得た知識、経験を生かし、新しい技術に挑戦しながら、お取引のある企業様により信頼される技術の提供を目指します。,東京都台東区東上野1-9-7YTSビル2F,2005,36.0,41,10百万円,http://www.torimo.co.jp/,,
2024-06-01,株式会社コンテンツワン,ITアウトソーシング,1,★大手有名企業との取引がほぼ100％！安定性長を継続！【SES事業】SES/派遣/紹介事業一般労働者派遣事業許可番号派13-304349有料職業紹介事業許可番号13-ユ-304045,東京都新宿区四谷三栄町4-11 YSビル4階,2005,36.0,,1200万円,https://contents-one.co.jp/,代表取締役社長 関根 義幸,
2024-06-01,ｓｉｍｐｌｉｎｅ株式会社,システムインテグレータ（SIer）,3,■企業について： 「100年後もお客様、社員、社会から選ばれる企業であること」を企業理念と掲げています。■事業内容：・クラウドソリューション事業AWSによるITソリューションサービス（コンサルティング、システム要件定義・設計・構築・運用）を通してお客様（法人）の課題解決をご提供します。,東京都港区高輪2-14-17,2005,33.0,38,10百万円,http://www.simpline.co.jp/,,
2024-08-01,有限会社サクセスフュージョン,ITアウトソーシング,3,■事業内容： ・金融系システム開発支援オペレーティングシステム、ミドルウェア及びシステムインフラ等のサーバ・ネットワーク・システム構築、運用業務及び運用支援・保守維持管理。・物流系システム開発支援システム構築、システム運用業務設計、運用業務アプリケーションシステム設計開発。業務及びシステム運用支援・保守維持管理。・顧客業務システム開発支援メインフレームから分散システムまでプラットフォームに依存しない運用業務設計、顧客管理及び課金系業務アプリケーション設計開発。,神奈川県川崎市幸区古市場1-32-1河田ビル2F,2005,,7,1百万円,http://www.success-fusion.co.jp/,,
2024-07-01,株式会社ＩＴ働楽研究所,システムインテグレータ（SIer）,13,■概要:日立製作所および日立グループ各社を含む大手優良企業を取引先に多く持つ独立系SIです。グローバルな視野で最先端技術開発、ソフトウェア開発、ネットワーク・サーバシステム開発などオールラウンドに事業を展開しています。※会社紹介の30秒動画はこちらから → https://saiyou.doraku-holdings.co.jp/voice/,東京都千代田区内神田2-14-10,2003,37.1,250,42百万円,https://www.dorakuken.co.jp/,,
2024-07-01,株式会社コネクテッド,システムインテグレータ（SIer）,1,■ドキュメント管理システムの開発（パッケージ）・販売およびコンサルティング,大阪市淀川区宮原1-1-1新大阪阪急ビル7F,2003,45.0,12,2000万円,http://www.connected.co.jp/,代表取締役社長 森 吉弘,
2024-08-01,株式会社デジタルブロックス,システムインテグレータ（SIer）,9,【高い技術力は当然ですが、コミュニケーションを軸とした「ヒューマン力」が同社の大きな強みです】■事業概要：小売り・卸・流通関連企業からの1次請け案件の他、富士通を始めとした大手SIerと協力した案件も行うバランスのとれた関西地場のシステムベンダーです。中規模の受託案件の受注実績もあり、今後売り上げの3割程度まで受託案件を拡大していく方針です。,大阪府大阪市北区鶴野町1-9梅田ゲートタワー13F,1998,32.0,130,22百万円,http://www.digitalblocks.co.jp/,,
2024-07-01,株式会社iD,ITアウトソーシング,4,■事業内容：ネットワーク技術R&D、ネットワーク機器開発・販売■特徴私たちiDは、ネットワークの研究開発に取り組んでおり、様々な分野のテクノロジーを最新のネットワーク技術でつなぎます。(1)共同研究 先端的なネットワーク、IoT、AI技術を、メーカ研究所、通信キャリア研究所、 大学研究機関などと共同研究に取り組んでいます。(2)装置開発、システム開発 ソフトウェア、ハードウェア、LSI、FPGAの、設計、製造、評価まで一環した開発に対応しています。(3)自社製品 当社オリジナル製品の研究、開発、量産製造、販売を行っています。,北海道函館市本町6-10五稜郭ビル 2F,2005,38.7,96,90百万円,http://www.intelligent-design.co.jp/,,
2024-06-01,デジタルソリューション株式会社,ベンダ（ハードウェア・ソフトウェア）,3,■企業概要：完成車メーカーや家電、鉄道、防衛メーカーからの受託解析や、解析ソフトの開発、ITアプリ開発などを行う企業です。本社の広島県のみならず、インドにも開発拠点を設けており、グローバルな活動を行っています。主な事業内容は下記になります。（1）自動車・航空・宇宙・重工・家電・工業炉・プラント・医療業界向け、解析ソリューションの提供（2）AIソリューションの提供（AIアルゴリズムの開発）（3）IoTシステムの開発（4）AR等のアプリケーション受託開発（5）独自流体解析ソフトウェアの開発・販売（6）解析エンジニア・ソフトウェアエンジニアの派遣,広島県広島市東区矢賀新町4-5-11DSIビル,1999,38.0,63,11百万円,http://www.digital-sol.co.jp/,,
2024-08-01,株式会社エムテックス,通信キャリア・ISP・データセンター,2,【一般派遣、特定派遣、工程請負など柔軟な形態での技術支援のできるエムテックス】■概要：・通信インフラ・技術支援 ・無線システム・技術支援・宇宙開発関連・技術支援・治具開発・設計支援,神奈川県横浜市港北区新横浜2-15-1中村ビル 7F,1992,,80,25百万円,https://www.mtex-yh.co.jp/,,
2024-08-01,株式会社ABI,ITアウトソーシング,18,■企業概要：プロジェクトマネジメントのプロフェッショナル集団として、プロジ大手金融業界、通信業界、EC関連などの様々な業界の大手企業を中心としてクライアントに対して、プロジェクト管理業務から上流工程特化型の開発支援事業を展開しています。■事業内容：１．上流工程に特化したプロジェクト支援を行う『プロジェクト統括事業』２．クライアントの様々なシステム開発を行う『プロジェクト統合開発事業』３．自社サービス,東京都中央区日本橋室町4-1-6クアトロ室町ビル9F,2006,36.1,279,50百万円,https://www.abi-inc.co.jp/,,
2024-08-01,株式会社アッカ・インターナショナル,ITコンサルティング,2,アパレルブランド向けECサイトの運用管理(商品の受発注管理、商品撮影、画像加工、コピーライティング、カスタマーサービス、物流等)ECデータ一元管理システム「ALIS」の開発・運用/WMS(倉庫管理システム)「ONE」の開発・運用,東京都港区南青山6-3-9MAビル3F,2006,,600,20百万円,https://www.acca-int.jp/,,
2024-08-01,クリエーションライン株式会社,システムインテグレータ（SIer）,16,■事業内容： ・アジャイル開発支援サービス事業・サブスクリプション事業■ビジョン：当社のビジョンは、「IT技術によるイノベーションにより顧客と共に社会の進化を実現すること」です。クラウド、OSS、アジャイル、DevOps、データ解析・機械学習等の先端技術について多くの経験および知識を有するITプロフェッショナル企業として、弊社は弊社の顧客と共に様々な付加価値を社会に提供し、「社会」および「人々」の進化に貢献します。,東京都千代田区神田佐久間町3-6,2006,,102,365百万円,https://www.creationline.com/,,
2024-06-01,株式会社ＪＴＢビジネスイノベーターズ,システムインテグレータ（SIer）,3,当社は2006年にJTBグループ内の新規事業開発を担う会社として設立されました。社名にある「イノベーターズ」の由来も、「自らイノベーションを起こす者であれ！」という「志」を表したものです。現在では、「生み出した事業の推進・成長」と「新たな事業の創出」の2軸にて会社運営をしています。,東京都港区港南1-6-31品川東急ビル 7F,2006,,80,100百万円,https://www.jtb-jbi.co.jp/,,
2024-08-01,パースペクティブ株式会社,ITコンサルティング,13,■事業内容： ●マネジメントコンサルティング事業 ・戦略立案・実行 ・業務変革・改善 ・システム構想策定～企画 ・プロジェクトマネジメント●リアルビジネス事業 ・サービス・システム設計・構築 ・BPO設計・運営 ・データ分析・メンテナンス業務,東京都千代田区二番町3-10白揚ビル8F,2006,,30,30百万円,http://www.perspective.co.jp/,,
2024-07-01,株式会社ＳＨＴ,システムインテグレータ（SIer）,5,■事業内容： (1)ソリューション事業・インフラ…ネットワーク／サーバなどインフラに関する企画から設計・構築・運用・監視までトータルでサービスを提案・提供。・アプリケーション…コンサルティング、ソフトウェア開発、パッケージ(BIツール等)のカスタマイズ。(2)教育事業・教育事業…講師派遣、新卒者キャリア形成短期養成講座、個人向けIT講座、企業向けIT講座などを実施しています。,東京都港区芝3-43-16KDX三田ビル2F,2006,31.0,205,50百万円,http://www.shtech.co.jp/,,
2024-07-01,株式会社ウイングプラス,ITコンサルティング,3,■事業内容： システム開発の企画・立案から設計・プログラミング・テスト・保守に至るソフトウェア開発事業サービス全般をご提供致します。,東京都豊島区南池袋2-10-3榮ビル5F,2006,31.0,55,13百万円,https://www.wingplus.co.jp/,,
2024-08-01,株式会社イージフ,ITコンサルティング,4,■事業内容：(1)業務プロセスコンサルティングクライアントの業務効率化・品質向上のためBPRやチェンジマネジ メントなどの業務プロセス改善の支援を提供します。(2) ITコンサルティングITシステムを管理するエグゼクティブやマネジメント層のゴールに フォーカスし、デジタルトランスフォーメーション等、事業の強化につな がるサービスを提供します。(3) プロジェクトマネジメントマネジメント経験豊富なメンバーがプロジェクト計画立案から実行 支援までフォローしプロジェクトを成功へ導きます。,東京都港区六本木6-10-1六本木ヒルズ森タワー34F,2006,33.0,40,47百万円,http://aegif.jp/,,
2024-08-01,株式会社ジョブカン会計,システムインテグレータ（SIer）,13,■事業内容・Windowsアプリケーション開発・インターネットによる情報提供サービス運営・Webサイトの企画、制作、構築・Webアプリケーション開発・各種データベースアプリケーション開発・システム及びネットワーク設計、構築,東京都渋谷区代々木2-2-1小田急サザンタワー8F,2002,39.0,55,42百万円,https://www.jobcan.biz/,,
2024-07-01,株式会社ＪＭＵシステムズ,ベンダ（ハードウェア・ソフトウェア）,8,■会社概要当社は国内最大級の造船企業のグループ企業としてシステム開発・運用を担っています。当社は2004年に設立された重工造船系のシステム会社であり、親会社は全国に拠点を持つ造船業界のリーディングカンパニーのジャパンマリンユナイテッドです。造船のCADおよび各種業務アプリの開発・運用に特化して、 設計から現場まで幅広く対応してきました。今後はこれまで造船で培ってきた豊富な経験と高度な技術力を生かし、 「モノ造り」に基盤を置いたシステム会社として更なる発展を目指しています。,熊本県玉名郡長洲町有明1,2014,,72,25百万円,https://jmusystems.co.jp/,,
2024-07-01,ソホビービー株式会社,システムインテグレータ（SIer）,2,■事業内容：・Salesforce導入支援、開発支援…Salesforceを中心としたクラウドサービスの導入コンサルから開発、運用までのサービス提供事業、システム企画、受託開発事業およびそれに伴うシステム保守、サポート業務・AIソリューション…医療分野でのAI技術による予測モデル作成事業、自社AIプラットフォームの開発推進事業,東京都千代田区外神田3-16-8秋葉原三和東洋ビル3F,2006,,35,9百万円,https://www.sohobb.jp/,,
2024-08-01,エムシーエー株式会社,システムインテグレータ（SIer）,2,■事業内容：システム開発、医療系システム導入支援、ネットワーク／インフラ構築・保守・運用業務、データーセンター運用・監視・保守、ソリューションコンサル・企画提案、パッケージソフト販売 ■詳細： 独立系システム会社として、これまでの信頼と実績により、お取引先は、様々な業界、メーカー（富士通グループ様、ＮＥＣグループ様、日立グループ様、NTTグループ様）とのお取引がある当社。 プロジェクトの分野も幅広く、経験のあるプログラマーから新たな分野や言語にもチャレンジしてエンジニアとしてご経験をいかせるフェーズよりスキルアップできます。,福岡県福岡市中央区大名2-8-22天神偕成ビル4F,2006,34.0,33,10百万円,http://www.ymca.co.jp/index.html,,
2024-07-01,アークレイ長崎開発センター株式会社,システムインテグレータ（SIer）,2,■同社では、アークレイ株式会社のグループ企業として、医療検査機器のソフトウエア開発を行っております。 ※順次、開発内容も拡大予定,長崎県長崎市万才町3-5,2020,,5,,http://www.arkray.co.jp/japanese/index.html,,
2024-07-01,株式会社ネクストシステム,ベンダ（ハードウェア・ソフトウェア）,5,■事業内容：同社は、姿勢推定や行動解析を中心とするPoseEstimation系AIエンジンの開発・販売を行っています。トヨタ、日産、NEC、富士通などにも当社のAIエンジン「VisionPose」を提供しており、その提供先は300社を超えています。また、国内大学など100校以上にも導入されています。さらに、AI行動解析システム「VP-Motion」や人間工学からの人体の負荷状態をリアルタイムに解析するAIエルゴノ評価システム「VP-Ergono」、特定人物をカメラ間で自動追跡する人物追跡AIシステム「VP-Eyes」などの幅広い製品開発も行っています。,福岡県福岡市南区井尻3-12-33アンビエント井尻2F,2002,34.5,58,80百万円,https://www.next-system.com,,
2024-08-01,ＳＢペイメントサービス株式会社,ITアウトソーシング,23,” 決済で世の中をよくする。それが私たちの使命です。”ソフトバンクグループの一員として、お客様のニーズに適した多種多様な「決済システム」を提案する会社です。急速にAIが浸透していく現代、決済にも大きな変革の波が押し寄せています。SBペイメントサービスは、ソフトバンクグループの新しい金融テクノロジー（FinTech）事業を担う会社として、先進企業と協業し、多種多様な決済サービスの提供に努めています。「情報革命で人々を幸せに」のソフトバンクグループ理念のもと、私たちは利便性・快適性の高い決済サービスによって、「人」と「価値」の結びつけを深め、よりよい社会の実現に貢献したいと考えています。,東京都港区海岸1-7-1,2004,38.0,308,"6,075百万円",https://www.sbpayment.co.jp/,,
2024-07-01,株式会社ＰＴＰ,ベンダ（ハードウェア・ソフトウェア）,3,PTPは設立当初より「メディアとの接し方を変革する」ことに挑戦し続けています。テレビの映像を自在に検索できるサービス「SPIDER」の開発を皮切りに、全国のテレビCMの放送実績をデータ化することで効果分析を可能にした「Madison」、さらには通販番組の放送内容を可視化した「ordr」と、これまでリリースした3つのサービスはいずれも驚きとともにユーザーに迎えられ、使い続けられています。,東京都新宿区新宿1-23-1新宿マルネビル3F,2000,40.0,22,100百万円,http://www.ptp.co.jp,,
2024-08-01,日鉄ソリューションズビズテック株式会社,システムインテグレータ（SIer）,28,■事業内容：・コンピュータシステムの導入及び利用方法に関するコンサルテーション・コンピュータのソフトウェアおよびハードウェアに関する研究、開発、販売、保守、運用・コンピュータネットワークシステムの構築、管理、運営に関する業務・コンピュータを利用した各種情報収集、情報処理、分析、計算業務・インフラの構築、保守、運用に関する業務・電気通信事業法に基づく電気通信事業・コンピュータ関連技術者の労働者派遣業務,東京都千代田区神田猿楽町2-8-8,2014,41.0,452,50百万円,https://nsbtc.nssol.nipponsteel.com/,,
2024-06-01,株式会社ＥＸＣＥＥＤ,ベンダ（ハードウェア・ソフトウェア）,1,・ソフトウェア受託開発・エンジニアリング・サービス・Webサービス・クラウドサービス開発、販売、運営・パッケージ開発（自社製品）：接骨院向け/PDF まとめ/アンケート作成開発・コンピュータ及びそれに付随する機器の販売【売上前年比】2020年度／104.5％、2021年度／業界113.1％、2022年度／122％ と着実に成長を続けています！,東京都千代田区神田神保町2-8-16,2006,29.0,109,10百万円,https://exceed-hp.excd.jp/,代表取締役社長 桑原 道博,
2024-08-01,株式会社エスキュービズム,システムインテグレータ（SIer）,23,"【同社は、小売・流通系を中心とした大企業のDX推進を支援する企業です】概要：EC、POS双方の自社パッケージを持ち（恐らく日本で唯一）、システム導入や導入後の運用支援等を通じて小売・流通系企業の課題解決や事業成長のご支援を行っています。1,000社以上への導入実績に加えて過去自社で小売事業を行っていた経験もあるため、豊富なノウハウを基にした質の高いご支援に定評があります。事業内容：自社パッケージをベースとしたシステムインテグレーション事業／自社パッケージを活用したサービス開発支援／顧客企業のEC運用支援／自社パッケージの製品開発",東京都港区芝公園2-4-1芝パークビルA館4F,2006,,90,176百万円,http://www.s-cubism.jp/,,
2024-06-01,ブリッジ・モーション・トゥモロー株式会社,システムインテグレータ（SIer）,2,「ヨノナカヲヨリカイテキニ」を理念に掲げ、多角的に事業を展開している会社です。製品は全て自社開発！開発→製造→販売→保守まで一気通貫のサービス体制で行っています。■事業内容： ◎ホテル・病院向けIoTソリューション（STB活用のゲストサービスの開発・販売）◎モバイル型マルチ決済端末「Mr.Hunt01」の販売及び加盟店の開拓◎決済代行サービス◎QR決済ゲートウェイサービス◎決済アプリ開発◎キャッシュレス無人コンビニ（売店）の運営,東京都品川区西五反田7-7-7,2000,36.0,95,100百万円,http://www.bmt.jp/,,
2024-07-01,株式会社Ｒｏｓｓｏ,システムインテグレータ（SIer）,7,■事業内容：・AI/データ分析・webアプリケーション・クラウドの導入に関するコンサルティング・AI/データ分析に関するPoC(概念実証)・分析・モデル開発・チューニング・オープン/Web系、業務系、ネイティブアプリケーションに関する設計・開発・保守・インフラ基盤導入に関する設計・構築・運用保守,東京都渋谷区神山町7-12グランデュオ神山町5F,2006,32.0,92,"1,340百万円",http://www.rosso-tokyo.co.jp/,,
