更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,上場市場名,事業内容
2024-08-01,株式会社ケイアイプランニング,保険代理店,求人なし,神奈川県横浜市西区南幸2-20-15405,1975,代表取締役 北村 理恵子,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,清明トータルプランナー株式会社,保険代理店,求人なし,福井県福井市下荒井町17字東座化18－2,2001,代表取締役 佐々木 普基,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ことぶき,リース,無,石川県金沢市本町1-1-8,1970,代表取締役 大島 淳光,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,島大証券株式会社,証券会社,求人なし,富山県富山市中央通り2-4-9,1944,代表取締役 島谷 治郎,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ワイズマン,保険代理店,求人なし,神奈川県横浜市中区吉田町72サリュートビル 5Ｆ,1988,代表取締役 野中 勇勢,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社フジキインシュアランス,保険代理店,求人なし,神奈川県横浜市中区北仲通2-14藤木ビル,1987,代表取締役 藤木 幸太,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,有限会社ニシカワインシュアランス,損害保険,求人なし,福井県福井市里別所新町217セレクトハイム 1Ｆ,2001,代表取締役 西川 雅士,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,福井信用金庫,信用金庫・信用組合・労働金庫,求人なし,福井県福井市田原2-3-1,1930,会長 蓑輪 進一,"2,013 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,日本証券代行株式会社,その他金融,求人なし,東京都中央区日本橋茅場町1-2-4ニホンビル,1950,代表取締役 沖 芳幸,500 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社大光銀行,地方銀行,求人なし,新潟県長岡市大手通1-5-6,1942,取締役頭取 代表取締役 川合 昌一,"10,000 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,スタンダード,
2024-08-01,長岡信用金庫,信用金庫・信用組合・労働金庫,求人なし,新潟県長岡市大手通2-4-7,1945,理事長 名地 定夫,540 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ひまわりサポート,保険代理店,求人なし,山梨県甲府市住吉1-13-4,1971,代表取締役 宮沢 謹吾,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,日本証券金融株式会社,その他金融,求人なし,東京都中央区日本橋茅場町1-2-10,1927,代表執行役社長 櫛田 誠希,"10,000 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,プライム,
2024-08-01,フィリップ証券株式会社,証券会社,求人なし,東京都中央区日本橋兜町4-2,1944,代表取締役 永堀 真,950 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,中原証券株式会社,証券会社,求人なし,東京都中央区日本橋室町4-4-1中原ビルディング,1936,代表取締役 小原 一紀,506 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社協同プランナー,保険代理店,求人なし,神奈川県横浜市中区本町4-43ＡーＰＬＡＣＥ馬車道 8Ｆ,1995,代表取締役 中嶋 文典,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,キリンエコー株式会社,保険代理店,求人なし,東京都中野区中野4-10-2中野セントラルパークサウス 17Ｆ,1941,代表取締役 荻原 州二,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ハートプラザ,保険代理店,求人なし,神奈川県横浜市中区南仲通3-30スギヤマビル 5Ｆ,2001,代表取締役 雨宮 豊,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,東信商事株式会社,その他金融,求人なし,東京都中央区京橋2-12-6東信商事ビル 1Ｆ,1932,代表取締役 土屋 敬,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社協営商会,保険代理店,求人なし,東京都千代田区神田美土代町7神田第二中央ビル 2Ｆ,1944,代表取締役 谷内 俊哉,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ＭＡＧねっとホールディングス,その他金融,求人なし,東京都渋谷区松濤1-9-22,1975,代表取締役 大島 嘉仁,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,三津井証券株式会社,証券会社,求人なし,福井県福井市順化1-21-1ニッセイ福井ビル,1945,代表取締役 山野井 秀一,558 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社日本格付研究所,格付会社,求人なし,東京都中央区銀座5-15-8時事通信ビル 10Ｆ,1985,代表取締役 髙木 祥吉,584 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社鶴商メンテナンス工業,リース,求人なし,千葉県市原市今津朝山252-6,1975,代表取締役 西村 直樹,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,神奈川県民共済生活協同組合,損害保険,求人なし,神奈川県横浜市中区桜木町1-1-8-2県民共済プラザビル,1973,代表理事 宇田川 一彦,"14,800 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,日本テレシス株式会社,リース,求人なし,福井県福井市順化2-2-3,1965,代表取締役 前波 亨哉,48 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社トヨタレンタリース福井,リース,求人なし,福井県福井市新保町19-32,1968,代表取締役社長 中川 伸一朗,32 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,野村バブコックアンドブラウン株式会社,投信・投資顧問,求人なし,東京都中央区日本橋浜町3-3-2トルナーレ日本橋浜町 5Ｆ,1986,代表取締役 青木 健男,"1,000 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,甲府信用金庫,信用金庫・信用組合・労働金庫,求人なし,山梨県甲府市丸の内2-33-1,1918,代表理事 小田切 繁,"1,692 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,三条信用金庫,信用金庫・信用組合・労働金庫,求人なし,新潟県三条市旭町2-5-10,1950,理事長 白倉 徳幸,976 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社キャプテン,生命保険,求人なし,東京都品川区西五反田6-1-7,1986,代表取締役 佐々木 紀行,22 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,頭川証券株式会社,証券会社,求人なし,富山県高岡市守山町5-1,1944,代表取締役 北川 和彦,175 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,有限会社敦賀ファミリー保険,損害保険,求人なし,福井県敦賀市砂流36-810,1998,代表取締役 清水 悠紀,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社第一成和事務所,生命保険,求人なし,東京都中央区日本橋馬喰町1-12-3,1972,代表取締役 八代元行,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,敦賀信用金庫,信用金庫・信用組合・労働金庫,求人なし,福井県敦賀市本町1-11-7,1944,理事長 坊 栄二,265 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社第一タイムリー,リース,求人なし,千葉県八千代市大和田新田1054-71,1979,代表取締役 前島 敏一,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,金沢信用金庫,信用金庫・信用組合・労働金庫,求人なし,石川県金沢市南町1-1,1908,代表理事 忠田 秀敏,"2,234 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,はくさん信用金庫,信用金庫・信用組合・労働金庫,求人なし,石川県金沢市玉川町11-18新石川ビル,1948,理事長 玉井 重治,"1,288 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,柏崎信用金庫,信用金庫・信用組合・労働金庫,求人なし,新潟県柏崎市東本町1-2-16モーリエ2,1945,代表理事 小出 昭夫,330 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,アイネットエージェンシー株式会社,保険代理店,求人なし,千葉県八千代市勝田台2-6-15アイネットビル 1Ｆ,1975,代表取締役会長 兼 社長 金子 道大,12 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,タニオ保険株式会社,保険代理店,求人なし,福井県越前市京町1-6-13,1969,代表取締役 谷尾 準一,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社富山銀行,地方銀行,求人なし,富山県高岡市下関町3-1,1954,取締役頭取 中沖 雄,"6,730 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,スタンダード,
2024-08-01,セントラル東短証券株式会社,短資,無,東京都中央区日本橋室町4-4-10東短室町ビル,1997,代表取締役 中村 直人,"3,098 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,■日本国債等に関する業者間売買の仲介業務■公社債の売買業務／第一種金融商品取引業者 関東財務局長（金商）第104号、加入協会：日本証券業協会 2023年12月doda掲載求人より引用
2024-08-01,新湊信用金庫,信用金庫・信用組合・労働金庫,求人なし,富山県射水市中新湊12-20,1924,代表理事 松岡 文雄,131 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,新発田信用金庫,信用金庫・信用組合・労働金庫,求人なし,新潟県新発田市中央町3-2-21,1943,代表理事 荒井 一夫,397 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社石井商事,保険代理店,求人なし,神奈川県横浜市南区井土ケ谷下町37-2,1981,代表取締役 足立 和夫,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,越前信用金庫,信用金庫・信用組合・労働金庫,求人なし,福井県大野市日吉町2-19,1951,代表理事 松田 庄三,398 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,北国リース株式会社,リース,求人なし,石川県白山市出合島町616,1972,代表取締役 礒貝 秀克,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,氷見伏木信用金庫,信用金庫・信用組合・労働金庫,求人なし,富山県氷見市伊勢大町2-14-12,1944,代表理事 藤井 隆,168 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社小林リース,リース,求人なし,山梨県笛吹市石和町山崎182,1969,代表取締役 小林 行夫,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社関東リース興業,リース,求人なし,山梨県笛吹市石和町井戸99,1978,代表取締役 操川 一郎,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ファイブアイズ・ネットワークス株式会社,その他金融,求人なし,東京都渋谷区円山町5-4,2000,代表取締役 沼田 功,99 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,東短ＩＣＡＰ株式会社,その他金融,求人なし,東京都中央区日本橋室町4-4-10東短室町ビル 7Ｆ,2000,代表取締役 三島 哲也,322 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,デロイトトーマツＴＭＡＣ株式会社,その他金融,求人なし,東京都千代田区神田淡路町2-3淡路町トーセイビル 6Ｆ,1999,代表取締役 西村 龍哉,67 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社電通イノベーションパートナーズ,ベンチャーキャピタル・プライベートエクイティ,求人なし,東京都港区東新橋1-8-1,2000,代表取締役 久保田 純一郎,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,石動証券株式会社,証券会社,求人なし,富山県小矢部市本町2-1,1944,代表取締役 杉野 光昭,90 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社フクハラアイズ,保険代理店,求人なし,東京都港区浜松町1-7-3第一ビル 3Ｆ,1974,代表取締役 福原 有一,18 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,日本みらいホールディングス株式会社,投信・投資顧問,求人なし,東京都千代田区内幸町1-3-3内幸町ダイビル 2Ｆ,2002,代表取締役 安嶋 明,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,石動信用金庫,信用金庫・信用組合・労働金庫,求人なし,富山県小矢部市石動町13-13,1951,代表理事 西永 正,154 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社アジル,リース,求人なし,東京都中央区銀座6-6-1銀座風月堂ビル 3Ｆ,1990,代表取締役 井田 智一,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,東京シティ信用金庫,信用金庫・信用組合・労働金庫,無,東京都中央区日本橋室町1-9-14,1950,代表理事 小池 誠一,"12,030 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,信用金庫法に基づく金融事業全般[預金、融資、内国為替、外国為替、国債窓販、保険商品の販売など] 2023年12月doda掲載求人より引用
2024-08-01,ＫＯＹＯ証券株式会社,商品先物取引,求人なし,東京都中央区東日本橋2-13-2光陽東日本橋ビル,1963,代表取締役 川路 洋子,"1,000 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,協栄信用組合,信用金庫・信用組合・労働金庫,求人なし,新潟県燕市東太田6984,1952,代表理事 池内 博,792 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社アイアンドアイサービス,損害保険,求人なし,東京都渋谷区千駄ヶ谷4-1-13,1969,代表取締役 石川 勝也,90 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,有限会社佐久間電機商会,リース,求人なし,神奈川県横浜市金沢区鳥浜町3-18,1965,代表取締役 佐久間 健輔,8 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社エビヌマ,リース,求人なし,神奈川県横浜市金沢区町屋町10-3,1950,代表取締役 小泉 勢津子,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社森田質店,その他金融,求人なし,千葉県浦安市北栄2-7-1森田マンション 1Ｆ,1953,代表取締役 森田 聡一,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社生保リサーチセンター,その他金融,求人なし,東京都港区港南2-16-1品川イーストワンタワー 7Ｆ,1970,代表取締役 遠藤 浩之,60 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,新井信用金庫,信用金庫・信用組合・労働金庫,求人なし,新潟県妙高市栄町2-3,1948,理事長 鴨井 文夫,200 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ヤナセインシュアランスサービス,保険代理店,求人なし,東京都港区芝浦1-6-8,1959,代表取締役 萱内 優,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社杉新衣裳店,リース,求人なし,三重県津市乙部14-31,1969,代表取締役 杉田 真一,52 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ＪＡＦサービス,保険代理店,求人なし,東京都港区芝大門1-1-30日本自動車会館,1979,代表取締役 川喜田 大明,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,三重県信用農業協同組合連合会,その他金融,求人なし,三重県津市栄町1-960ＪＡ三重ビル 1Ｆ,1948,代表理事理事長 生川 秀治,"39,124 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,愛知信用金庫,信用金庫・信用組合・労働金庫,求人なし,愛知県名古屋市中区錦3-15-25,1952,理事長 浦田 卓,418 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,丸八信用組合,信用金庫・信用組合・労働金庫,求人なし,愛知県名古屋市中区三の丸3-1-1名古屋市役所内,1949,代表理事 古田 榮,31 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,愛知県医療信用組合,その他金融,求人なし,愛知県名古屋市中区丸の内3-5-18愛知県歯科医師会館,1962,代表理事 吉田 勝弘,44 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,サンアール株式会社,リース,求人なし,東京都港区芝5-29-19旭ビルディング 7Ｆ,1973,代表取締役 宇野 忠明,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,岡地株式会社,商品先物取引,求人なし,東京都中央区新川1-21-2茅場町タワー 12Ｆ,1952,代表取締役 岡地 和道,"1,000 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,りそなみらいズ株式会社,その他金融,求人なし,滋賀県大津市中央4-5-4ＢＫビル,1977,代表取締役 菅江 克弘,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社湊屋商事,その他金融,無,東京都港区南青山4-5-21ＲＳ南青山 2Ｆ,1964,代表取締役 須永 篤史,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■中小・中堅企業向け金融サービス業■中小企業向け専門コンサルティング■登録番号 東京都知事(13)第02781号日本貸金業協会会員第000242号■加盟団体 ・全国事業者金融協会会員・日本貸金業協会会員 2023年6月doda掲載求人より引用
2024-08-01,レーク商事株式会社,保険代理店,求人なし,滋賀県大津市浜町4-28,1963,代表取締役 西川 勝之,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ビッグバン,その他金融,求人なし,東京都港区麻布十番3-11-6,1990,代表取締役 山本 雅彦,200 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,津信用金庫,信用金庫・信用組合・労働金庫,求人なし,三重県津市大門21-12,1923,代表理事 古川 和男,168 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社イスト,その他金融,求人なし,神奈川県横浜市港北区新横浜2-2-15パレアナビル 2Ｆ,2001,代表取締役 齊藤 紘,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,滋賀コープサービス株式会社,リース,求人なし,滋賀県大津市におの浜3-1-9滋賀県信連事務センター内,1985,代表取締役 宮垣 由紀夫,33 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,インケア株式会社,保険代理店,求人なし,東京都中央区日本橋箱崎町8-1ヤマタネ箱崎ビル 6Ｆ,1985,代表取締役 佐藤 修二,168 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社オーパス,債権回収（サービサー）,求人なし,東京都港区西新橋2-13-10第2フレンドビル 3Ｆ,2001,代表取締役 今野 弘昭,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ワイエムエイチ,クレジット・信販（ノンバンク）,求人なし,愛知県名古屋市中区栄1-14-14,1990,代表取締役 坂井 康子,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,有限会社ギアハウス,リース,求人なし,東京都中央区勝どき2-8-19近富ビル倉庫 5Ｆ－Ｂ,1986,代表取締役 浅田 博,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社和光事務所,損害保険,求人なし,東京都千代田区霞が関3-3-1尚友会館,1967,代表取締役 佐藤 悦弘,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ワールドフィナンシャル,保険代理店,無,神奈川県横浜市港北区新横浜3-9-18新横浜ＴＥＣＨビルＡ館 2Ｆ,1992,代表取締役 猪又 德夫,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,長浜信用金庫,信用金庫・信用組合・労働金庫,求人なし,滋賀県長浜市元浜町3-3,1923,代表理事 横田 幸造,786 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社サンエージエンシー,保険代理店,求人なし,京都府京都市中京区烏丸通二条下る秋野々町518前田エスエヌビル 2Ｆ,1979,代表取締役 小川 満浩,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,北伊勢上野信用金庫,信用金庫・信用組合・労働金庫,求人なし,三重県四日市市安島2-2-3,1943,理事長 南部 和典,"3,401 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,電材リース株式会社,リース,求人なし,神奈川県横浜市戸塚区上矢部町1919-1,1978,代表取締役 兼田 理恵,72 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社吉田山荘,その他金融,求人なし,京都府京都市左京区吉田下大路町59-1,1949,代表取締役 中村 英一,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社リード,保険代理店,求人なし,神奈川県横浜市戸塚区品濃町550-7広進ビル 4Ｆ,1987,代表取締役 中野 正剛,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,愛知クレジットサービス株式会社,その他金融,求人なし,愛知県名古屋市昭和区白金3-18-26ＡＴＧ西館 4Ｆ,1967,代表取締役社長 山本 大志,80 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社あゆみブライダル,リース,求人なし,京都府京都市左京区下鴨宮崎町172-2,1986,代表取締役 木戸口 満,80 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
