更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,従業員数,資本金,平均年齢,企業URL,上場市場名,代表者
2024-08-01,東京海上日動火災保険株式会社,損害保険,64,■概要－1879年に我が国最初の損害保険会社として創業以来、常に業界のリーディングカンパニーとして、損害保険事業を通じて「安心と安全」の提供に努めています。これからもお客様の信頼をあらゆる事業活動の原点に置き、「安心と安全」の提供を通じて、豊かで快適な社会生活や経済の発展に貢献してまいります。,東京都千代田区大手町2-6-4,1879,16645,"101,994百万円",42.3,http://www.tokiomarine-nichido.co.jp/,,
2024-08-01,三井住友信託銀行株式会社,信託銀行,99+,■企業概要：個人事業、法人事業、投資家事業、資産管理事業、不動産事業、マーケット事業等■特色：当社は、信託銀行業界において圧倒的な地位を確立しています。,東京都千代田区丸の内1-4-1,1925,13757,"342,000百万円",41.6,https://www.smtb.jp/,,
2024-07-01,あいおいニッセイ同和損害保険株式会社,損害保険,4,損害保険事業※「あいおいニッセイ同和損害保険株式会社」は、MS&ADインシュアランス グループの中核企業として、高品質な商品とサービスを提供することを目指しています。『健康経営優良法人2019～ホワイト500』…従業員の健康管理を経営的な視点で考え、戦略的に取り組む姿勢が認められ、経済産業省が実施する『健康経営優良法人2019』の認定法人となりました。（3年連続で認定されました）,東京都渋谷区恵比寿1-28-1,1918,12741,,,https://www.aioinissaydowa.co.jp/,,代表取締役社長 新納 啓介
2024-08-01,三井住友海上火災保険 株式会社,損害保険,99+,■企業概要：同社は、正味収入保険料1兆円以上で世界でも有数の損害保険会社です。さらに、損害保険の枠にとどまることなく、生命保険、アセットマネジメント、投資信託、確定拠出年金ビジネスなど金融サービス・リスクソルーションビジネスを積極的に展開し業容拡大を図っています。わが国トップクラスの規模、営業サービス体制、代理店ネットワークを有し、お茶の間のお客様から国際化・グローバル展開する企業まで、多様なリスクを抱えるあらゆるお客様へ安心を提供しています。■詳細：各種損害保険の引受、損害の調査、保険金の支払、新保険の開発、再保険、資産運用等。,東京都千代田区神田駿河台3-9,1918,12572,"139,595百万円",41.9,https://www.msig-saiyou.com/mid-career/,,
2024-08-01,富国生命保険相互会社,生命保険,2,個人・企業向けの保険商品の販売と保全サービス、財務貸付・有価証券投資など,【本社】東京都千代田区内幸町2-2-2 【千葉ニュータウン本社】千葉県印西市大塚2-10,1923,1,1280億円(基金償却積立金を含む) ※2023年3月末現在,,https://www.fukoku-life.co.jp/index.html,,代表取締役社長 米山 好映
2024-08-01,ジブラルタ生命保険株式会社,生命保険,17,■会社概要：同社は、世界最大級の金融サービス機関である、プルデンシャル・ファイナンシャル・グループの一員として、2001年4月に営業を開始しました。個人保険、個人年金保険、団体保険、団体年金保険、再保険を手掛け、日本全国47都道府県の営業拠点を通じ、契約者一人ひとりに最適な保障と安心を届けています。全国組織をもつ団体（教職員団体、商工会等）と提携関係にあり、各団体の共済制度等を引き受けています。ソルベンシー・マージン比率は877.7％（2022年3月末現在）と高い水準を維持しています。,東京都千代田区永田町2-13-10,2001,11924,"75,500百万円",47.0,https://www.gib-life.co.jp,,
2024-08-01,株式会社ゆうちょ銀行,都市銀行,9,"■事業内容ゆうちょ銀行は「最も身近で信頼される銀行」を目指し、郵便局ネットワークを通じて小さなお子さまからお年寄りまで、世の中に不可欠なインフラとして幅広いお客さまへ良質な金融サービスを提供しています。また、本邦最大級の機関投資家として、運用の高度化・多様化を進めて安定的に収益を確保するとともに、地域金融機関との連携を通じて地域活性化ファンドへの参加を積極的に推し進めています。1,リテール事業2,資金運用事業",東京都千代田区大手町2-3-1,2006,12169,"3,500,000百万円",44.5,http://www.jp-bank.japanpost.jp/index.html,プライム市場,
2024-07-01,太陽生命保険株式会社,生命保険,1,■生命保険事業,東京都中央区日本橋2-7-1,1948,2337,"1,250億円（2023年3月末）",,https://www.taiyo-seimei.co.jp/,,代表取締役社長 副島 直樹
2024-08-01,大樹生命保険株式会社,生命保険,7,■事業内容：同社は個人および企業向け各種保険商品の販売と保全サービス、受託資産の運用を行っています。■沿革：同社は、「高砂生命保険株式会社」を前身として発足し、1927年に「三井生命保険株式会社」と商号をあらため、三井財閥の一員となりました。その後、戦後の混乱や財閥解体などの試練を経て、1947年に「三井生命保険相互会社」として営業を開始。2004年から「三井生命保険株式会社」へと組織変更し、営業体制強化を進めてきました。2016年4月には、営業職員チャネルの更なる強化・発展、強固な銀行窓販・代理店チャネルの構築等を目的として、日本生命保険相互会社との経営統合による新体制を発足。,東京都江東区青海1-1-20ダイバーシティ東京オフィスタワー,1927,10918,"167,200百万円",,https://www.taiju-life.co.jp/,,
2024-08-01,ソニー生命保険株式会社,生命保険,68,■事業内容：生命保険業■基本使命：当社の使命は、合理的な生命保険と質の高いサービスを提供することによって、顧客の経済的保障と安定を図ることである。■経営理念：・顧客に満足される質の高いサービスの提供を不断に追求することにより、顧客の期待と信頼に応える。・環境の変化には、常に積極的にチャレンジし、新しい時代のニーズを先取りした革新的な経営を行う。・社員の個性を尊重し、その能力と適性を十二分に発揮することにより、自由闊達な職場環境を創ると共に活力ある組織を維持する。,東京都千代田区大手町1-9-2大手町フィナンシャルシティ グランキューブ,1979,8853,"70,000百万円",,https://www.sonylife.co.jp/,,
2024-08-01,メットライフ生命保険株式会社,生命保険,83,■メットライフ生命保険株式会社について：メットライフ生命は1973年2月に日本初の外資系生命保険会社として日本での営業を開始して以来、お客さまの変化するニーズを捉えた商品やサービスを提供し、お客さまとの約束を守り続けてまいりました。おかげさまで、当社は2023年2月に50周年を迎え、全国のお客さまに約950万件ものご契約をいただく生命保険会社に成長しました。,東京都千代田区紀尾井町1-3東京ガーデンテラス紀尾井町紀尾井タワー,1972,8478,"2,226百万円",,http://www.metlife.co.jp/,,
2024-08-01,株式会社りそな銀行,都市銀行,99+,■特徴【改革に踏み出し「リテールNo.1」を目指す銀行 】2020年4月、りそなホールディングス社長に南が就任し、大手金融機関では初の平成入社トップの誕生となり話題を呼びました。 これに分かる通り、りそなグループは大手金融機関の中でも挑戦を進める方向にあります。 「リテールNo.1」を目指し、デジタル(スマホ)対応を進めつつ、 実店舗とネットの融合を進めるなど、地域の皆様に最も支持されるグループを目指しています。,大阪府大阪市中央区備後町2-2-1,1918,9271,"279,928百万円",39.8,https://www.resonabank.co.jp/,,
2024-08-01,株式会社ふくおかフィナンシャルグループ,地方銀行,29,■事業内容： 銀行業／その他証券業務、保証業務、事業再生支援、債券回収業務等,福岡県福岡市中央区大手門1-8-3,2007,8129,"124,700百万円",,https://www.fukuoka-fg.com/,プライム市場,
2024-08-01,アクサ生命保険株式会社,生命保険,99+,■アクサ生命保険株式会社アクサ生命はアクサのメンバーカンパニーとして1994年に設立されました。アクサが世界で培ってきた知識と経験を活かし、289万のお客さまから529万件のご契約をお引き受けしています。,東京都港区白金1-17-3NBFプラチナタワー,1994,7607,"85,000百万円",45.0,http://www2.axa.co.jp/,,
2024-08-01,みずほ証券株式会社,証券会社,99+,■概要：みずほ証券は、海外に19拠点、国内には200を超える拠点を持ち、国内外や部門間、グループ各社とも密接なネットワークを築いています。銀信証一体のグローバルCIBモデルで、国内唯一無二の総合的金融サービスを提供しています。,東京都千代田区大手町1-5-1大手町ファーストスクエア,1917,6820,"125,167百万円",,http://www.mizuho-sc.com,,
2024-08-01,大同生命保険株式会社,生命保険,95,■概要：企業向けを中心とした個人保険、団体保険、企業年金など各種生命保険商品の販売とサービス、および有価証券投資・財務貸付・不動産投資などの資産運用。,大阪府大阪市西区江戸堀1-2-1,1947,6780,"110,000百万円",42.0,http://www.daido-life.co.jp/,,
2024-08-01,プルデンシャル生命保険株式会社,生命保険,25,■概要：世界最大級の金融サービス機関プルデンシャル・ファイナンシャルの一員であるプルデンシャル生命保険株式会社は1987年10月に日本に設立されました。ライフプランナーによるコンサルティングサービスという独自のビジネスモデルで、お客様に最高のサービスを提供することで、日本の生命保険業のあり方に変革をもたらすという志のもと、「顧客から最も信頼される生命保険会社」を目指し、成長・発展を続けています。,東京都千代田区永田町2-13-10プルデンシャルタワー,1987,6650,"29,000百万円",,https://www.prudential.co.jp/,,
2024-08-01,三菱UFJ信託銀行株式会社,信託銀行,88,◎MUFGの中核を担う信託銀行として、高度かつ幅広い専門性をお客様へ提供。Fintech等による金融の変革の中においても、MUFGの国内随一の圧倒的な顧客基盤に対して高い付加価値を生み出し続けることで更なる成長を目指しています。◎足許では高度な専門性発揮を担える人材に焦点を当てた人事制度への改定を行い、主軸となる事業領域を中心に即戦力としてのキャリア採用を拡大しております。◎またワークライフバランスの実現に向けて、ライブウィークと呼ぶ「半期毎の5営業日連続休暇」取得を強く奨励し、加えて効率的・魅力的な職場作りを目指した「スマートワーク」推進による社内業務改革にも常に取り組んでおります。,東京都千代田区丸の内1-4-5,1927,6218,"324,200百万円",,http://www.tr.mufg.jp/,,
2024-08-01,AIG損害保険株式会社,損害保険,9,"■会社概要：AIG グループは、世界の保険業界のリーダーであり、AIGのメンバーカンパニーは約70の国や地域で、法人および個人のお客さまの資産を守り、リスクマネジメントをサポートするための保険ソリューションをお届けしています。持株会社 AIG, Inc.はニューヨーク証券取引所に上場しています。",東京都港区虎ノ門4-3-20,1946,6024,"13,700百万円",,https://www.aig.co.jp/sonpo,,
2024-08-01,三菱UFJモルガン・スタンレー証券株式会社,証券会社,28,■事業概要三菱ＵＦＪモルガン・スタンレー証券株式会社は、三菱ＵＦＪ証券株式会社とモルガン・スタンレー証券株式会社のインベストメントバンキング業務が統合し、2010年5月に誕生しました。三菱ＵＦＪフィナンシャル・グループが60%、モルガン・スタンレーが40%を出資し、個人・法人のお客さま向け業務、市場商品業務、投資銀行業務、リサーチ業務を大きな柱として、国内外のさまざまな企業や投資家の皆さまに幅広いサービスを提供しております。ＭＵＦＧの広範なお客さま基盤と、モルガン・スタンレーのグローバル・リーチを活かし、お客さまの様々な金融ニーズにお応えする証券業界のリーディング・カンパニーを目指します。,東京都千代田区大手町1-9-2大手町フィナンシャルシティグランキューブ,1948,5681,"40,500百万円",,http://www.sc.mufg.jp/,,
2024-08-01,大和証券 株式会社,証券会社,81,■事業概要：有価証券等の売買、有価証券等の売買の媒介、取次又は代理、有価証券の引受等の金融商品取引業及びそれに付帯する事業■企業概要：同社は1902年開業の藤本ビルブローカーに始まる長い歴史を経て、現在は大和証券グループの中核証券会社として、国内トップレベルの証券会社の地位を確立しています。全国の本支店、インターネット、コールセンターを始めとした国内拠点網と、グローバルネットワークを通じて、国内の個人客向けの幅広い金融商品の提供と、国内外の法人客向けのブローカレッジやM&Aアドバイザリー、投資銀行業務といった最先端の金融サービスを提供しています。,東京都千代田区丸の内1-9-1グラントウキョウノースタワー,1999,13317,"100,000百万円",38.0,http://www.daiwa.co.jp/,,
2024-08-01,アフラック生命保険株式会社（アフラック）,生命保険,99+,■企業概要：1974年日本初のがん保険でスタートし「生きるための保険」を切り拓いてきました。日本での創業50周年にあたる2024年に向けて、「Aflac VISION2024」を掲げ、「生きるための保険」のリーディングカンパニーから「生きる」を創るリーディングカンパニーへと飛躍することを目指しています。,東京都新宿区西新宿2-1-1新宿三井ビル,1974,4874,"1,324,333百万円",42.0,https://www.aflac.co.jp/,,
2024-08-01,株式会社アクティオ,リース,1,■事業内容： 建設機械レンタル／建設用機械器具等のレンタル・リース／販売及びこれらに付随する業務,東京都中央区日本橋3-12-2朝日ビルヂング7F,1967,9487,500百万円,,"Failed to retrieve page, status code: 410",,
2024-08-01,株式会社ジェーシービー,クレジット・信販（ノンバンク）,54,■事業概要：主としてクレジットカード業務、クレジットカード業務に関する各種受託業務、融資業務、集金代行業務、前払式支払手段の発行並びに販売業及びその代行業などを手がけています。,東京都港区南青山5-1-22青山ライズスクエア,1961,4373,"10,616百万円",,https://www.global.jcb/ja/,,
2024-08-01,株式会社横浜銀行,地方銀行,18,【特色】○神奈川に根ざした展開で、地位を確立する国内トップクラスの地方銀行。○お客さまにより高度な金融サービスを提供するため、2016年4月1日に東日本銀行との共同持株会社「株式会社コンコルディア・フィナンシャルグループ」を設立しました。お客さまとの接点拡大とサービス拡充をはかるとともに、グループシナジーの実現、多様性と広範な専門知識を有する人財の育成、地方創生をはじめとする地域の課題への関与に取り組んでいます。【事業内容・商品など】○ 預金・貸出・為替・投資型商品の販売業務、金融商品仲介、相続関連業務、投資銀行業務など幅広い金融商品・サービスを提供しています。,神奈川県横浜市西区みなとみらい3-1-1,1920,4067,"215,628百万円",,http://www.boy.co.jp/,,
2024-08-01,株式会社山口フィナンシャルグループ,地方銀行,34,■事業内容：銀行、その他銀行法により子会社とすることができる会社の経営管理、ならびにそれに付帯する業務を行います。,山口県下関市竹崎町4-2-36,2006,,"50,000百万円",45.0,https://www.ymfg.co.jp/,プライム市場,
2024-08-01,ほけんの窓口グループ株式会社,保険代理店,99+,■企業概要：2000年に「保険の来店型店舗 1号店」をオープンしてから、店舗数を700店舗にまで拡大している業界最大手の企業です。複数の保険会社と代理店契約（生命保険会社：31社、損害保険会社：21社）を結び、お客様一人一人によって違ったライフプランに合わせて顧客が積極的に保険を選ぶという新ビジネスを生みだしました。現在急成長を遂げている業界のリーディングカンパニーです。■事業内容：1. 保険代理店（生命保険・損害保険）2. 保険ショップ「ほけんの窓口」の運営3. パートナー店・提携店の運営サポート,東京都千代田区丸の内1-8-2鉄鋼ビルディング20F,1995,3649,500百万円,,http://www.hokennomadoguchi.co.jp/,,
2024-07-01,株式会社福岡銀行,地方銀行,10,◆ふくおかフィナンシャルグループ（FFG）／地銀グループで純資産規模全国NO.1／４つの地方銀行（福岡銀行、熊本銀行、十八親和銀行、福岡中央銀行）にデジタルバンク（みんなの銀行）を加えた多様なグループ機能と人財力を備える総合金融グループ／経済産業省発表「DX推進銘柄2022、2023」に銀行業で唯一2年連続選出◆■事業内容： 銀行業,福岡県福岡市中央区天神2-13-1,1945,3542,"82,300百万円",,https://www.fukuokabank.co.jp/,,
2024-08-01,株式会社関西みらい銀行,地方銀行,22,■事業概要：銀行業 （預金業務、貸出業務、内国為替業務、外国為替業務、有価証券業務など）当社は2019年4月、旧関西アーバン銀行、旧近畿大阪銀行が合併し誕生しました。地域金融機関として、関西の中小企業・個人のお客様と真剣に向かい合い、特にグループの強みである信託機能を活用したサービスの提供により、中小企業のお客様の健全な事業承継や、個人のお客様の円滑な相続に向けたサポートを行っています。,大阪府大阪市中央区備後町2-2-1,1950,3969,"38,971百万円",40.4,https://www.kansaimiraibank.co.jp/,,
2024-08-01,三菱ＵＦＪニコス株式会社,クレジット・信販（ノンバンク）,10,▼新たな挑戦を支える多彩な決済ソリューション：三菱UFJニコスでは、EC（電子商取引）におけるあらゆるお支払いニーズに対応した「ECソリューション」の開発やQRコードや電子マネー決済などの新たな決済ソリューションなど、お客さまや加盟店にとって利便性の高い最先端の技術を活用し、新しい決済手段を提供してきました。今後も「安全・安心・高品質」を実現する新たなサービスやソリューションを追求していきます。,東京都千代田区外神田4-14-1秋葉原UDX,1951,3384,"109,312百万円",42.7,https://www.cr.mufg.jp/,,
2024-08-01,株式会社商工組合中央金庫,都市銀行,24,■事業内容：融資業務、預金／公金資金業務、債券業務、資金証券業務、国際業務、総合金融サービス（事業承継支援、スタートアップ支援、M＆A／業務提携、不動産有効活用）、経済調査,東京都中央区八重洲2-10-17,1936,3547,"218,600百万円",39.7,https://www.shokochukin.co.jp/index.html,,
2024-08-01,株式会社京都銀行,地方銀行,9,■事業の特徴：「ながーい、おつきあい。」のTVCMでもお馴染みの、関西圏でも屈指の地方銀行です。創業以来「地域社会の繁栄に奉仕する」を経営理念として掲げ、1950年に「京都府本金庫事務」を受託してから、名実ともに京都の中枢金融機関として、地域の産業育成や環境問題への取組み等、様々な形で地域貢献の役割を担っています。,京都府京都市下京区烏丸通松原上る薬師前町700,1941,3353,"42,100百万円",38.9,https://www.kyotobank.co.jp/index.html,,
2024-08-01,株式会社 帝国データバンク,格付会社,99+,■事業内容：・企業信用調査、信用リスク管理サービス、データベースサービス、マーケティングサービス・電子商取引サポートサービス、出版、市場調査、業界調査、ビジネス支援コンサルティング・アジア、欧米各国の主要調査会社との提携（世界190ヶ国以上の企業調査が可能）,東京都港区南青山2-5-20,1900,3300,90百万円,41.0,http://www.tdb.co.jp/,,
2024-08-01,株式会社西日本シティ銀行,地方銀行,5,■企業概要： 福岡市に本店を置く地方銀行■事業詳細：・預金業務・融資業務・その他付随業務,福岡県福岡市博多区博多駅前3-1-1,1944,3584,"85,700百万円",,https://www.ncbank.co.jp/,,
2024-08-01,株式会社常陽銀行,地方銀行,30,「地域の未来を創造する総合金融サービスグループ」を目指します■2016年10月1日に常陽銀行と足利銀行を傘下に擁する統合持株会社「(株)めぶきフィナンシャルグループ」が発足されました。同社と足利銀行は、茨城県、栃木県を中心とする北関東地域において、それぞれが確固たる営業地盤を有する地域のリーディングバンクとして、円滑な金融機能を提供しております。■茨城県を基盤に184店舗のネットワークを構築する地方銀行！全国の地方銀行において預金・貸出金ともにトップクラスを誇っております。,茨城県水戸市南町2-5-5,1935,3089,"85,113百万円",40.0,https://www.joyobank.co.jp/recruit/,,
2024-08-01,株式会社埼玉りそな銀行,地方銀行,38,■企業概要同行は本店を埼玉県さいたま市に置き、同県を主な営業地盤とした地域に密着した銀行です。■事業内容法人顧客には円滑な資金供給はもとより、グループの信託機能等を活用し、広範で質の高いサービスを提供していきます。特に中小企業向け貸出の増強を最重要課題として取り組んでおり、その一環として新事業／事業転換等に取り組む企業を支援する新事業支援室を設置するなど、ニーズに的確に応えられるように努めています。個人顧客には専門チャネルなども活用し、資金調達／運用の手段を提供しています。住宅ローンは、同行の貸出資産の約5割を占める重要な業務と位置づけており、さらなる商品／サービス充実に努めています。,埼玉県さいたま市浦和区常盤7-4-1,2002,3100,"70,000百万円",41.1,http://www.saitamaresona.co.jp/,,
2024-08-01,株式会社広島銀行,地方銀行,29,広島県を基盤に国内151、海外4拠点を展開し、中四国最大の店舗数・預金高・貸出金を誇る、名実ともに中四国地方NO1の第一地方銀行です。また2020年にホールディングス化し、ひろぎんホールディングスの中核事業として継続して事業運営しています。地域の発展に積極的にコミットする、地域総合サービスグループに生まれ変わりました。,広島県広島市中区紙屋町1-3-8,1878,3739,"54,573百万円",,http://www.hirogin.co.jp/,,
2024-08-01,みずほ信託銀行株式会社,信託銀行,38,■会社・業務概要：当社は信託機能を提供するみずほフィナンシャルグループの唯一の信託銀行です。大きく(1)個人向け業務、(2)法人向け業務を提供しています。(1)個人向け業務：個人預り資産業務、ローン業務、不動産業務、遺言信託業務 など(2)法人向け業務：法人預り資産業務、融資業務、金銭債権等流動化業務、証券代行業務、不動産業務、年金業務、資産運用業務、資産管理業務 など,東京都千代田区丸の内1-3-3,2003,2921,"247,300百万円",,http://www.mizuho-tb.co.jp/,,
2024-08-01,共栄火災海上保険株式会社,損害保険,38,■損害保険業 1 各種損害保険の引受及び再保険 2 損害調査及び保険金の支払い 3 新商品の開発 4 資産運用 他 私たちが暮らしている社会は、自然災害や予期せぬ事故等、いつ何が発生するかわかりません。個人にとっても企業にとっても、いつ起こるかわからないトラブルへの備えを広く紹介するとともに、万が一の際には、確実な安心をご提供できるよう、皆様の暮らしをしっかり守ることが共栄火災の使命です。,東京都港区新橋1-18-6,1942,2809,"52,500百万円",46.3,http://www.kyoeikasai.co.jp/,,
2024-08-01,株式会社北洋銀行,地方銀行,28,■事業概要：・北海道のリーディングバンクとして「お客さま本位を徹底し、多様な課題の解決に取り組み、北海道の明日をきりひらく」を経営理念とし、お客さまのことを第一に考え、理解し、解決策をご提案していきます。・法人のお客さまに対しては、お客さまと密接にかかわりながら、地域企業の稼ぐ力の拡大と地域経済の活性化に貢献します。お客さまの成長サイクルに応じた最適なソリューションの提供や、地方創成のサポートなどに積極的に取り組んでいます。・個人のお客さまに対しては、お客さま本位の営業を前提とした対面コンサルティング営業を中心に、お客さまのニーズやライフステージに応じた商品・サービスをご提案しています。,北海道札幌市中央区大通西3-7,1917,2441,"121,100百万円",,https://www.hokuyobank.co.jp/,プライム市場,
2024-08-01,三井住友カード株式会社,クレジット・信販（ノンバンク）,84,■事業内容：クレジットカード業務、デビットカード・プリペイドカード・その他決済業務、ローン業務、保証業務、ギフトカード業務、その他付随業務三井住友カードは、三井住友フィナンシャルグループの戦略的事業会社として、高いブランド力と総合的なカード事業の展開力を活かし、幅広いニーズに合った決済・ファイナンスサービスを提供しています。今後も、革新的なビジネスを創り続けることで「総合決済ソリューション企業」を目指します。,大阪府大阪市中央区今橋4-5-15,1967,2601,"34,000百万円",40.3,http://www.smbc-card.com/,,
2024-08-01,株式会社中国銀行,地方銀行,52,■事業内容（１）法人・事業主のお客さま向けのソリューション◎各種ファイナンス ◎事業承継 ◎Ｍ＆Ａ仲介業務 ◎人事・組織活性化 ◎業務プロセス改革 ◎経営相談業務 ◎中期経営計画策定支援 ◎成長戦略策定支援◎SDGsサポート ◎環境コンサルティング ◎確定拠出年金 ◎人材紹介 ◎補助金申請等支援 ◎医療・介護経営サポート ◎創業サポート ◎ベンチャー支援◎アグリビジネス ◎クラウドファンディング ◎保険業務 ◎リース業務 ◎マーケティング ◎戦略立案支援 ◎企画開発・販路開拓支援（２）個人のお客さま向けのソリューション◎資産運用◎保険・年金◎ローン◎お困りごと解決サポート,岡山県岡山市北区丸の内1-15-20,1930,2789,"15,149百万円",39.1,http://www.chugin.co.jp/,プライム市場,
2024-08-01,マニュライフ生命保険株式会社,生命保険,16,■企業概要：当社は、1887年にカナダで設立された世界有数の大手金融サービスグループ、マニュライフ・ファイナンシャル・コーポレーションの一員です。1999年に日本で事業を開始して以来、リスクや事業機会を世界各地のさまざまな市場に分散させつつ、リソースや経験をフルに活用できるグローバル企業の強みをいかし、個人ならびに法人のお客さまに先進的な商品と質の高いサービスを提供してまいりました。当社では、『マルチプロダクト／マルチチャネル』を基本戦略とし、お客さまのご希望に合わせて、多岐にわたる商品をどのチャネルからもお届けできるよう努めています。,東京都新宿区西新宿3-20-2東京オペラシティタワー30F,1999,2893,"56,400百万円",,http://www.manulife.co.jp/,,
2024-08-01,ＳＯＭＰＯひまわり生命保険株式会社,生命保険,30,■事業内容：生命保険事業を展開しています。■取扱商品：・先進医療保険…リンククロス コインズ・医療保険…終身医療保険「健康をサポートする医療保険 健康のお守り」、女性のための入院保険「フェミニーヌ」、限定告知医療保険「新・健康のお守り ハート」、糖尿病の方の医療保険ブルー・認知症保険…笑顔をまもる認知症保険・がん保険…勇気のお守り、吸わんトクがん保険、リンククロスピンク・死亡保険…収入保障保険「じぶんと家族のお守り」、終身保険「一生のお守り」、終身保険、養老保険、定期保険等・こども保険,東京都千代田区霞が関3-7-3,1981,2636,"17,250百万円",40.0,http://www.himawari-life.co.jp,,
