更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,従業員数,資本金,平均年齢,企業URL,事業内容,上場市場名
2024-08-01,オーリンク株式会社,医療機器卸,求人なし,山形県山形市北町3-8-20,1979,代表取締役 佐藤 一,,20 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,フォースエンジニアリング株式会社,医療機器メーカー業界,求人なし,栃木県宇都宮市石井町2559-2,1979,代表取締役 今井 孝典,,10 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ユニオン,医療機器卸,求人なし,群馬県高崎市片岡町3-2-11,1949,代表取締役 松倉 栄一,,10 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社エバテック,医療機器卸,求人なし,群馬県前橋市下小出町3-7-28,1991,代表取締役 福原 貴,,10 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ジーエムエス,医療機器卸,求人なし,群馬県前橋市駒形町945-4,1991,代表取締役 鈴木 武吉,,24 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,吉田精工株式会社,医療機器メーカー業界,求人なし,茨城県行方市八木蒔660,1969,代表取締役 山中 通三,,60 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,五十嵐医科工業株式会社,医療機器卸,求人なし,東京都文京区本郷3-25-2,1948,代表取締役 五十嵐 康夫,,20 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社加藤萬製作所,医療機器メーカー業界,求人なし,東京都文京区本郷3-41-10,1958,代表取締役 加藤 高身,,10 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,三立医科工業株式会社,医療機器卸,求人なし,東京都文京区本郷3-39-7ジュネス本郷,1943,代表取締役 三澤 芳,,10 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ゼリア新薬工業株式会社,医薬品メーカー業界,求人なし,東京都中央区日本橋小舟町10-11,1955,代表取締役社長兼ＣＯＯ 伊部 充弘,,"6,593 百万円",,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,プライム
2024-08-01,泉工医科工業株式会社,医療機器メーカー業界,無,東京都文京区本郷3-23-13,1950,代表取締役 青木 正人,,30 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■人工心肺装置、人工肺、人工弁などの人工臓器およびディスポーザブル製品の製造販売 ■IABP、ECMOなどの補助循環装置の製造販売 ■手術室で使用される電気メス、麻酔システムおよびディスポーザブル製品の製造販売 ■人工関節の販売 ■病医院機器の販売 ■医療機器の輸出入業務【主要販売先】国公立大学医学部附属病院 私立大学医学部附属病院 国公立病院国立療養所 私立病院・診療所 2023年1月doda掲載求人より引用,
2024-08-01,学校法人日本医科大学,大学・研究施設,求人なし,東京都文京区千駄木1-1-5,1912,理事長 坂本 篤裕,,"41,271 百万円",,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,江信特殊硝子株式会社,医療機器メーカー業界,求人なし,東京都江東区住吉2-25-5,1962,代表取締役 吉田 秀信,,100 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,オカダ医材株式会社,医療機器卸,求人なし,東京都文京区湯島2-17-5,1966,代表取締役 岡田 典久,,10 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,オカモト株式会社,医療機器メーカー業界,無,東京都文京区本郷3-27-12本郷デントビル,1934,代表取締役社長 岡本 邦彦,,"13,047 百万円",,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,プライム
2024-08-01,生駒商事株式会社,医薬品卸,求人なし,東京都港区赤坂5-4-11山口建設第二ビル 5Ｆ,1964,代表取締役 小寺 浩吉,,35 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,日昭産業株式会社,医療機器メーカー業界,求人なし,東京都港区虎ノ門4-3-13ヒューリック神谷町ビル4Ｆ,1966,代表取締役 坂田 明彦,,80 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,産業科学株式会社,その他医療関連,求人なし,東京都中央区東日本橋2-6-11ＮＳビル,1966,代表取締役 中島 雄志,,20 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,サニーペット株式会社,福祉・介護関連サービス,無,東京都杉並区上高井戸1-13-1ルート上高井戸ビル,1970,代表取締役 岩崎 峰雄,,65 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,テクノウッド株式会社,医療機器メーカー業界,求人なし,東京都足立区江北4-30-19,1954,代表取締役 殿倉 英次,,100 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ＥＢＡＣ,医療機器メーカー業界,求人なし,東京都目黒区八雲1-6-5,1966,代表取締役 佐々木 健,,50 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,日理科学器械株式会社,医療機器卸,求人なし,東京都北区西が丘1-3-1,1968,代表取締役 石田 憲一,,10 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,キングラン株式会社,その他医療関連,無,東京都千代田区神田須田町1-10大手町建物須田町ビル 3Ｆ,1972,代表取締役 松原 達也,,100 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社老舗恵命堂,医薬品メーカー業界,求人なし,東京都中央区八丁堀2-24-2,1968,代表取締役 柴嘉 亮,,30 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,社会福祉法人東京コロニー,福祉・介護関連サービス,求人なし,東京都中野区江原町2-6-7,1968,理事長 中村 敏彦,,"7,362 百万円",,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,日本シグマックス株式会社,医療機器メーカー業界,求人なし,東京都新宿区西新宿1-24-1エステック情報ビル 7Ｆ、8Ｆ,1970,代表取締役 鈴木 洋輔,,90 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,吉田製薬株式会社,医薬品メーカー業界,求人なし,東京都中野区中央5-1-10,1950,代表取締役 遠藤 正洋,,75 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,松吉医科器械株式会社,医療機器メーカー業界,求人なし,東京都文京区湯島3-14-9湯島ビルヂング 3Ｆ、4Ｆ,1934,代表取締役 吉田 英樹,,10 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,白十字株式会社,医療機器卸,求人なし,東京都豊島区高田3-23-12白十字興産ビル,1927,代表取締役 天田 泰正,,100 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,玉川衛材株式会社,医薬品メーカー業界,求人なし,東京都千代田区富士見1-8-19,1954,代表取締役 玉川 雅之,,80 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,東邦ホールディングス株式会社,医薬品卸,求人なし,東京都中央区八重洲2-2-1東京ミッドタウン八重洲 八重洲セントラルタワー 9Ｆ,1948,代表取締役ＣＥＯ 有働 敦,,"10,649 百万円",,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,プライム
2024-08-01,オーベクス株式会社,医療機器メーカー業界,求人なし,東京都墨田区両国4-31-11ヒューリック両国ビル 9Ｆ,1893,代表取締役社長 栗原 則義,,"1,939 百万円",,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,スタンダード
2024-08-01,株式会社夏目製作所,医療機器メーカー業界,無,東京都文京区湯島2-18-6湯島夏目ビル,1962,代表取締役 藤 澤知佳子（夏目知佳,,45 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,日本赤十字社,その他医療関連,無,東京都港区芝大門1-1-3日本赤十字ビル,1901,社長 清家 篤,,"651,136 百万円",,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,エコー電気株式会社,医療機器メーカー業界,求人なし,福島県白河市新夏梨1-2,1959,代表取締役 宮坂 静子,,26 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団明芳会,病院・大学病院・クリニック,無,東京都板橋区小豆沢2-12-7,1962,理事長 中村 哲也,,"33,509 百万円",,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,総合病院等の運営＜各院共通＞ 2024年5月doda掲載求人より引用,
2024-08-01,株式会社東新理興,その他医療関連,求人なし,東京都文京区本郷2-26-4,1964,代表取締役 齊木 麻州男,,28 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,バイタルエア・ジャパン株式会社,医療機器卸,無,東京都大田区大森南2-11-13,1958,代表取締役 松本 幸二,,42 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社西野医科器械,医療機器卸,求人なし,東京都江戸川区東葛西1-34-4,1972,代表取締役 西野 博久,,30 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社第一医材社,医療機器メーカー業界,求人なし,東京都文京区本郷2-40-17,1951,代表取締役 塩谷 誠二,,10 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社高杉製作所,医療機器メーカー業界,求人なし,東京都荒川区東日暮里6-32-12,1952,代表取締役 高杉 昌裕,,20 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ヴァンティブ,医薬品メーカー業界,無,東京都港区芝浦3-4-1グランパークタワー 30Ｆ,1969,代表取締役 河野 行成,,90 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,日本医療サービス株式会社,その他医療関連,求人なし,東京都港区南青山1-24-1アミティ乃木坂 2Ｆ,1975,代表取締役 實藤 和浩,,30 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社海老原ゴム商会,医療機器メーカー業界,求人なし,東京都文京区本郷3-16-7,1947,代表取締役 海老原 淳,,10 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,河合薬業株式会社,医療機器メーカー業界,無,東京都中野区中野6-3-5中野桃園シティハウス,1969,代表取締役 河合 昭彦,,100 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ＵＳＣＩホールディングス株式会社,医療機器メーカー業界,求人なし,東京都渋谷区代々木1-11-2フロンティア代々木 2Ｆ,1980,代表取締役社長 森 清隆,,96 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,日本電子応用株式会社,医療機器卸,求人なし,東京都江戸川区東小松川4-36-5ＮＤＣセンタービル,1981,代表取締役 町田 功,,40 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,コーケンメディカル株式会社,医療機器卸,求人なし,東京都文京区本郷3-42-5ボア本郷ビル,1973,代表取締役 松井 英一,,10 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,タカチホメデイカル株式会社,医療機器卸,求人なし,東京都新宿区荒木町19-1603,1982,代表取締役 甲斐 新一,,10 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社メトラン,医療機器メーカー業界,求人なし,埼玉県川口市川口2-12-18,1984,代表取締役社長 新田 ダン,,87 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,大成理化工業株式会社,バイオベンチャー業界,求人なし,東京都文京区根津2-23-10,1967,代表取締役 荒木 政之,,25 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,安西メディカル株式会社,医療機器卸,求人なし,東京都品川区西品川3-9-15,1983,代表取締役 安江 直人,,50 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,社会福祉法人恩賜財団東京都同胞援護会,福祉・介護関連サービス,求人なし,東京都新宿区原町3-8,1947,理事長 飯山 幸雄,,"17,477 百万円",,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団利田会,病院・大学病院・クリニック,求人なし,東京都北区上中里3-6-13,1987,理事長 利田 周太,,"1,867 百万円",,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社アイビジョン,医療機器メーカー業界,求人なし,東京都文京区湯島3-1-7妻恋木工第2ビル 6Ｆ,1984,代表取締役 鈴木 隆一,,10 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ザイタック,医療機器卸,求人なし,東京都文京区湯島1-12-4小宮ビル 5Ｆ,1993,代表取締役 河合 喜一,,30 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社シリウス,医薬品メーカー業界,無,東京都千代田区九段北1-11-11第2フナトビル 7Ｆ,1994,代表取締役 中山 拓,,87 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,■途上国の発展に貢献するODA専門商社医療・衛生用機器、理化学機器、教育機器、計量器・計測器、分析機器、気象機器、土木試験器、音響・ 映像機器、自動車整備用機器、車輌、建設機械、農業機械の販売、輸出入、メンテナンスならびに請負等 2023年9月doda掲載求人より引用,
2024-08-01,一般財団法人産業保健協会,その他医療関連,求人なし,東京都大田区多摩川1-3-18,1971,代表理事 木村 佑介,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,華通ワールド株式会社,医療機器卸,求人なし,東京都新宿区津久戸町1-8神楽坂ＡＫビル 8Ｆ,1991,代表取締役 周 壮,,10 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ヱルマ販売株式会社,医療機器メーカー業界,求人なし,埼玉県吉川市木売3-4-8,1992,代表取締役 下坂 宏,,40 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,学校法人東京醫科大学,大学・研究施設,無,東京都新宿区新宿6-1-1,1918,理事長 矢﨑 義雄,,"90,145 百万円",,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人埼玉成恵会病院,病院・大学病院・クリニック,求人なし,埼玉県東松山市大字石橋1721,1973,理事長 長谷川 岳弘,,"4,148 百万円",,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,川口薬品化学株式会社,医薬品卸,求人なし,埼玉県川口市川口5-12-34,1954,代表取締役 柿本 章宏,,10 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人明浩会,病院・大学病院・クリニック,求人なし,埼玉県さいたま市大宮区三橋1-1173,1976,理事長 関 純,,"3,292 百万円",,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社東京メニックス,医療機器メーカー業界,求人なし,埼玉県所沢市小手指町2-1442-8,1975,代表取締役 福田 恒二,,50 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社河野製作所,医療機器卸,求人なし,千葉県市川市曽谷2-11-10,1970,代表取締役 河野 淳一,,10 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,フクダ電子東京西販売株式会社,医療機器メーカー業界,求人なし,東京都立川市高松町1-23-17,1985,代表取締役 石原 義士,,40 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,社会福祉法人合掌苑,福祉・介護関連サービス,求人なし,東京都町田市金森東3-18-16,1966,理事長 森 一成,,"3,172 百万円",,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,社会福祉法人福音会,福祉・介護関連サービス,求人なし,東京都町田市野津田町1932,1982,理事長 奈良 高志,,"2,514 百万円",,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ライフサポートめぐみ,福祉・介護関連サービス,求人なし,東京都町田市原町田5-8-9めぐみビル 2Ｆ,1993,代表取締役 浅井 徹,,17 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社戸塚電子工業,医療機器卸,求人なし,神奈川県藤沢市長後1349-1,1968,代表取締役 伊藤 啓,,10 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ケイアイ医科器械株式会社,医療機器卸,求人なし,神奈川県横浜市戸塚区下倉田町828-335,1980,代表取締役 宮野 哲,,10 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人順正会,病院・大学病院・クリニック,求人なし,神奈川県横浜市旭区川島町1764,2006,理事長 島田 畯介,,238 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,アローメディカル株式会社,医療機器卸,求人なし,神奈川県横浜市神奈川区片倉4-7-28,1978,代表取締役 矢野 修二,,20 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,伊勢久株式会社,医療機器卸,求人なし,愛知県名古屋市中区丸の内3-4-15,1930,代表取締役 高木 裕明,,100 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,昭和電機産業株式会社,医療機器メーカー業界,求人なし,岐阜県大垣市直江町362,1977,代表取締役 石黒 敬英,,10 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,三立ケミー株式会社,診断薬・臨床検査機器・臨床検査試薬メーカー,求人なし,静岡県駿東郡長泉町上土狩697-1,1966,代表取締役 湯浅 隆秀,,10 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社マスト,福祉・介護関連サービス,求人なし,長野県飯田市上郷別府3313-8,1973,代表取締役 松下 愛,,26 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,学校法人松本歯科大学,大学・研究施設,求人なし,長野県塩尻市大字広丘郷原1780,1972,理事長 矢ケ﨑 雅,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,中日本メディカルリンク株式会社,医薬品卸,求人なし,長野県松本市丸の内8-1,1951,代表取締役 上野 直樹,,46 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,キッセイ薬品工業株式会社,医薬品メーカー業界,求人なし,長野県松本市芳野19-48,1946,代表取締役社長 竹花 泰雄,,"24,356 百万円",,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,プライム
2024-08-01,京都理化学器械株式会社,医療機器卸,求人なし,京都府京都市山科区大塚北溝町55-1,1951,代表取締役 高橋 啓介,,30 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社近畿レントゲン工業社,医療機器メーカー業界,求人なし,京都府京都市上京区室町通上立売上る室町頭町259,1958,代表取締役 勝部 祐一,,10 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,京都薬品工業株式会社,医薬品メーカー業界,求人なし,京都府京都市中京区西ノ京月輪町38,1946,代表取締役社長 北尾 誠史,,90 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,中野製薬株式会社,医薬品メーカー業界,求人なし,京都府京都市山科区東野北井ノ上町6-20,1959,代表取締役 中野 孝哉,,100 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,日東薬品工業株式会社,医薬品メーカー業界,求人なし,京都府向日市上植野町南開35-3,1947,代表取締役 北尾 浩平,,48 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社保健科学西日本,CRO,求人なし,京都府京都市伏見区羽束師古川町328,1966,代表取締役 真柴 新一,,95 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,京都府病院協同組合,その他医療関連,求人なし,京都府京都市南区東九条南松田町43-2,1968,代表理事 冨士原 正人,,15 百万円,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,社会福祉法人南山城学園,福祉・介護関連サービス,無,京都府城陽市富野狼谷2-1,1965,理事長 磯 彰格,,"7,215 百万円",,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 第一種・第二種社会福祉事業 （障がい、高齢、保育）公益事業 (診療所、研修事業) 2021年10月doda掲載求人より引用,
2024-08-01,株式会社ファルコホールディングス,その他医療関連,求人なし,京都府京都市左京区聖護院蓮華蔵町44-3,1982,代表取締役社長執行役員 安田 忠史,,"3,371 百万円",,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,スタンダード
