更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容
2024-08-01,株式会社ハンケイ,百貨店,求人なし,神奈川県横浜市中区山下町200-12永光ビル 4Ｆ,1997,代表取締役 黄 兆恩,33 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社名和販売,食品・GMS・ディスカウントストア,求人なし,愛知県東海市名和町二反表21-2,1975,代表取締役 山口 裕士,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社城西武道具,専門店・その他小売,求人なし,千葉県千葉市稲毛区作草部1-4-8,2009,代表取締役 大西 保之,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ホンダカーズ福山東,自動車ディーラー,求人なし,広島県福山市引野町4-8-38,1970,代表取締役 三好 英次,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ＷｉＮＥＥＤＳ　ＨＯＬＤＩＮＧＳ,通信販売・ネット販売,求人なし,広島県広島市南区京橋町1-7アスティ広島京橋ビルディング 7Ｆ,2011,代表取締役 尾田 雅史,69 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ベイテクノ,専門店・その他小売,求人なし,大阪府摂津市学園町2-6-25,2005,代表取締役 井田 喜之,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社シェモア,通信販売・ネット販売,求人なし,大阪府箕面市牧落3-4-11,2008,代表取締役 西村 沙利,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社モーターサイクルパル,自動車ディーラー,求人なし,大阪府豊中市夕日丘1-3-7,1991,代表取締役 大野 貴之,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社小野や,通信販売・ネット販売,求人なし,青森県北津軽郡中泊町大字八幡字八幡56,2009,代表取締役 小野 大海,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社赤井百貨店,専門店・その他小売,求人なし,京都府福知山市字天田265-9,1950,代表取締役 赤井 淑子,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ジオンフィナンシャルサービス,専門店（アパレル・アクセサリー）,求人なし,大阪府大阪市西区靱本町1-12-4,1979,代表取締役 川端 康資,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社アデックス,通信販売・ネット販売,無,神奈川県横浜市神奈川区二ツ谷町9-4五十嵐ビル 2Ｆ,2006,代表取締役 吉川 悟史,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ブリヂストンタイヤサービス信州,専門店・その他小売,求人なし,長野県上田市中央2-8-11,1990,代表取締役 大野 敦司,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社とよはた,食品・GMS・ディスカウントストア,求人なし,三重県伊勢市御薗町長屋2136,1987,代表取締役 田中 勇,45 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ワタナベ商店,専門店・その他小売,求人なし,長崎県長崎市築町2-11,2008,代表取締役 渡部 政則,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社いしい,専門店（家電量販店）,求人なし,千葉県君津市広岡1179-1,1991,代表取締役 石井 禎人,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ＭＡＸ相模原,専門店・その他小売,求人なし,神奈川県相模原市中央区相模原6-4-21,2005,,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ＪＫＳ,ドラッグストア・調剤薬局,無,千葉県成田市郷部1353,2011,代表取締役 川村 明弘,21 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,■健康補助食品・加工食品等の販売・健康関連商品の販売及びネット販売■訪問医療マッサージレイス治療院成田運営 2024年4月doda掲載求人より引用
2024-08-01,株式会社ワイド・ヒューチャー,専門店・その他小売,求人なし,静岡県焼津市一色904-2,2006,代表取締役 末廣 祐治,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社カンフィデンス,専門店・その他小売,求人なし,岐阜県岐阜市吉野町6-6リブラ21 1Ｆ,2008,代表取締役 白木 史穂子,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ルナエンバシージャパン,通信販売・ネット販売,求人なし,大阪府大阪市北区天満4-5-9,2002,代表取締役 大川 伸明,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社アキツトレーデイング,専門店（アパレル・アクセサリー）,求人なし,兵庫県川西市萩原台西3-109,1979,代表取締役 有田 直之,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社かねだい我孫子,専門店・その他小売,求人なし,千葉県我孫子市つくし野4-8-15,2006,取締役 奥井 健之,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社リトルベアー,小売業界,求人なし,宮城県仙台市青葉区錦町1-12-3,2011,代表取締役 小石川 康,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社アオイファッションシステム,専門店（アパレル・アクセサリー）,求人なし,兵庫県神戸市中央区港島中町2-3-5,1987,代表取締役 大島 崇,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,エッセンハイム株式会社,食品・GMS・ディスカウントストア,求人なし,神奈川県横浜市緑区鴨居1-9-12,2002,代表取締役 鈴木 達也,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社クワハラフォトサービス,専門店・その他小売,求人なし,京都府京都市伏見区桃山町丹後33-294,1996,代表取締役 桒原 武史,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社梅本スポーツ店,専門店・その他小売,求人なし,広島県広島市安佐南区中筋1-13-3西幸ビル 1Ｆ,1971,代表取締役 梅本 光伸,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社フラワーハウスおむろ,専門店・その他小売,求人なし,京都府京都市右京区御室芝橋町6-16,1993,代表取締役 島本 壮樹,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,貴宝石株式会社,専門店（アパレル・アクセサリー）,求人なし,東京都台東区池之端2-1-35303,2002,代表取締役 作田 智子,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社酒巻新聞店,専門店・その他小売,求人なし,千葉県印西市木刈4-2-2,1984,代表取締役 酒巻 奉和,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社貴田太華園,専門店・その他小売,求人なし,大阪府池田市中川原町17,2002,代表取締役 貴田 信行,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社フジマート,食品・GMS・ディスカウントストア,求人なし,広島県廿日市市阿品台3-2-1ピュアークックアジナモール店 2Ｆ,2012,代表取締役 永井 信章,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社水川酒店,食品・GMS・ディスカウントストア,求人なし,広島県福山市新涯町3-30-2,1991,代表取締役 山下 健,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社フィフティーゴー,自動車ディーラー,求人なし,兵庫県西宮市芦原町4-18,2010,代表取締役 桑野 直之,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社コンチネンタルオートス,専門店・その他小売,求人なし,北海道札幌市中央区大通東12-22-32,2008,代表取締役 東川 大介,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社ワンステップ,自動車ディーラー,求人なし,北海道札幌市白石区菊水元町三条5-1-23,1992,代表取締役 奥田 真司,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,オートモーション株式会社,自動車ディーラー,求人なし,京都府京都市伏見区横大路下三栖辻堂町37-1,2013,代表取締役 大江 誠,8 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ＡＵＴＯＦＡＣＴＯＲＹ仁,自動車ディーラー,無,大阪府堺市東区日置荘原寺町132-1,2013,代表取締役 小野田 仁,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ＤＡＢＡＤＡ,通信販売・ネット販売,求人なし,大阪府堺市北区百舌鳥梅北町2-66-1,2013,代表取締役 藤本 博行,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ファンファレ,通信販売・ネット販売,求人なし,福岡県福岡市中央区高砂2-1-48Ｆ,2013,代表取締役 山本 主税,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ファースト,専門店・その他小売,無,埼玉県久喜市南栗橋3-10-19,2013,代表取締役 佐藤 寿哉,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ＭＡＸ静岡,専門店・その他小売,求人なし,静岡県静岡市葵区長沼2-18-43,2013,代表取締役 廣瀬 久美,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,軽井沢きなり株式会社,食品・GMS・ディスカウントストア,求人なし,東京都千代田区神田富山町6-2,2013,代表取締役 小林 勇,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ブランドバンク,専門店・その他小売,求人なし,東京都中央区銀座5-1銀座ファイブ,2013,代表取締役 安山 健太郎,15 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社カプリーン・アンド・コー,専門店・その他小売,求人なし,東京都港区赤坂6-10-17ハタノハウス赤坂 101,2013,代表取締役 波多野 明男,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,ＳｕｎｎｙＨｉｌｌｓ　Ｊａｐａｎ株式会社,食品・GMS・ディスカウントストア,無,東京都港区南青山3-10-20,2013,代表取締役 許 銘仁,91 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社洞山新聞店,専門店・その他小売,求人なし,愛知県安城市高棚町井荒井127,2013,代表取締役 洞山 信昭,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ＣＲＹＳＴＡＬ－ＬＩＮＥ,自動車ディーラー,求人なし,愛知県岡崎市上和田町字北屋敷1,2013,代表取締役 和田 明久,8 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社アンクロッシュ,専門店（アパレル・アクセサリー）,求人なし,岐阜県岐阜市本荘2594,2013,代表取締役 黒川 靖,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ツナギ,通信販売・ネット販売,無,東京都渋谷区代々木1-25-5,2012,代表取締役 江原 和美,44 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社フォージ,通信販売・ネット販売,求人なし,東京都新宿区西新宿6-12-1西新宿パークウエストビル 5Ｆ,2013,代表取締役 安藤 公亮,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,ホームデリバ株式会社,食品・GMS・ディスカウントストア,求人なし,東京都新宿区四谷4-13,2013,代表取締役 田村 浩一,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ＪＳ＆Ｐａｒｔｎｅｒｓ,食品・GMS・ディスカウントストア,求人なし,東京都新宿区市谷薬王寺町4-10,2013,代表取締役 朴 志錫,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ウイングレイス,専門店・その他小売,求人なし,東京都新宿区南山伏町3-5ウインコート神楽坂 304,2013,代表取締役 佐渡 邦夫,9 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社常盤軒フーズ,専門店・その他小売,求人なし,東京都新宿区市谷八幡町8,2013,代表取締役 髙木 寛,9 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ＣＥＮＥ,専門店（アパレル・アクセサリー）,求人なし,東京都渋谷区桜丘町26-1セルリアンタワー 15Ｆ,2013,代表取締役 平井 聡,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ファイヤーワークス,専門店・その他小売,求人なし,東京都渋谷区千駄ヶ谷4-7-1ＨＩビル 4Ｆ,2013,代表取締役 小松 大輔,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ＲＥＸエネルギー,専門店・その他小売,求人なし,神奈川県藤沢市湘南台1-22-9,2013,代表取締役 柳井 亮介,7 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ニュースセンター星野,専門店・その他小売,求人なし,神奈川県相模原市緑区二本松1-35-12,2013,代表取締役 星野 滋,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ふもっふ,通信販売・ネット販売,求人なし,岡山県岡山市北区大和町2-2-24,2013,代表取締役 加地 宏規,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,ＡＵＴＯＦＡＣＴＯＲＹ仁株式会社,自動車ディーラー,求人なし,大阪府大阪市中央区博労町4-3-4南船場ドレスビル 1Ｆ,2013,代表取締役 小野田 仁,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社ワクヤ・パートナー,専門店・その他小売,求人なし,愛知県名古屋市中村区豊国通4-1,2000,取締役 西尾 嘉晃,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社システム米重,専門店・その他小売,求人なし,滋賀県大津市仰木の里東6-8-21,2000,代表取締役 米重 莞爾,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社トライアド,通信販売・ネット販売,求人なし,福井県越前市武生柳町14-7,2002,代表取締役 中村 善夫,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ガーデン四季,専門店・その他小売,求人なし,山形県上山市中山字長峰5321-45,2011,代表取締役 福島 弘己,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ＳＫＹ,専門店・その他小売,求人なし,千葉県八千代市米本1906-1,1990,代表取締役 小山 友一,12 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社黒潮市場,食品・GMS・ディスカウントストア,求人なし,熊本県熊本市西区八島町728-32ヨーマンビル 3Ｆ,2002,代表取締役 立丸 祐一,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社瑞穂倶楽部,食品・GMS・ディスカウントストア,求人なし,千葉県千葉市緑区大椎町1229-139,1989,代表取締役 石津 佳明,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ＩＭＧ,専門店・その他小売,無,神奈川県藤沢市長後748-8,2003,代表取締役 渡部 勝博,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ノブエンジニアリング,自動車ディーラー,求人なし,奈良県大和郡山市矢田山町47-26,1985,代表取締役 吉尾 髙俊,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ＳＴＫ,自動車ディーラー,求人なし,東京都八王子市片倉町1786-1,2010,代表取締役 高部 智,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社セッション,通信販売・ネット販売,求人なし,東京都渋谷区幡ヶ谷1-8-4リッツパラシオ302,2004,代表取締役 笠岡 一,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社わかば,専門店・その他小売,求人なし,大阪府大阪市住之江区中加賀屋2-2-13,1973,代表取締役 西川 彰,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社フラワーランド,専門店・その他小売,求人なし,福島県いわき市小名浜岡小名字小館65-2,1995,代表取締役 國井 明彦,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社オナシスジャパン,小売業界,求人なし,東京都渋谷区恵比寿西2-12-13,2009,代表取締役 チョングミングクァンデニス,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社朝日新聞立川総合販売,専門店・その他小売,無,東京都立川市錦町2-6-3朝日立川ビル 1Ｆ,2001,代表取締役 岩谷 一弘,25 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社Ｈｉｓｔｏｉｒｅ,専門店（アパレル・アクセサリー）,求人なし,大阪府大阪市西区阿波座1-10-18サンポリマー本町ビル 9Ｆ,2006,代表取締役 加藤 秀俊,9 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社そのだ,食品・GMS・ディスカウントストア,求人なし,京都府京都市上京区今出川通千本西入南上善寺町177,2000,代表取締役 園田 末男,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社くりこ,食品・GMS・ディスカウントストア,無,神奈川県横浜市西区岡野1-3-3,1992,代表取締役 磯貝 幸太,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 たい焼き、生菓子、甘栗輸入販売、その他 2023年7月doda掲載求人より引用
2024-08-01,有限会社白鳥菓子工房,専門店・その他小売,求人なし,埼玉県越谷市千間台東2-13-31,1996,代表取締役 白鳥 裕一,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社馬場本店酒造,専門店・その他小売,求人なし,千葉県香取市佐原イ614-1,2011,代表取締役 馬場 善広,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社ワタナベ燃料,専門店・その他小売,求人なし,秋田県南秋田郡五城目町高崎字里下80-4,1985,代表取締役 渡部 守,7 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ＢＩＧ,専門店（アパレル・アクセサリー）,求人なし,大阪府大阪市大正区泉尾1-36-9,2006,代表取締役 市橋 和昌,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社サムロード,専門店・その他小売,求人なし,神奈川県横浜市中区麦田町3-68-2,2005,代表取締役 休場 弘明,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社リアン,専門店・その他小売,求人なし,神奈川県秦野市下大槻172セシリアマンション 105,2012,代表取締役 川又 孝太,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社ペコパレット,食品・GMS・ディスカウントストア,求人なし,福島県いわき市平字一町目1グランデ・セーラム1406,2001,代表取締役 阿部 倫太朗,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,平和商事株式会社,自動車ディーラー,無,長野県松本市大字笹賀58-1,2011,,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社ＭＩＬＬＥＮＮＩＵＭ,専門店（アパレル・アクセサリー）,求人なし,兵庫県神戸市中央区北長狭通2-6-7シンキビル 1Ｆ,2003,代表取締役 髙畠 邦彦,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
