更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,従業員数,資本金,平均年齢,企業URL,事業内容,上場市場名
2024-08-01,株式会社ＬＮＪ商事,その他,求人なし,北海道札幌市中央区大通西8-2-6ＬＮＪ札幌大通公園ビル,1972,代表取締役 大澤 利哉,,10 百万円,,,,
2024-08-01,新栄クリエイト株式会社,その他,求人なし,北海道札幌市中央区北十二条西15-4-1,1960,代表取締役 佐々木 雅一,,95 百万円,,,,
2024-08-01,北海塩業株式会社,その他,求人なし,北海道札幌市中央区北一条西16-1-27,1947,代表取締役 秋山 多平,,30 百万円,,,,
2024-08-01,株式会社エイチシーエム,その他,求人なし,北海道札幌市中央区南二条東2-8-1,1968,代表取締役 佐々木 隆年,,12 百万円,,,,
2024-08-01,ＭＩＹＡＣ株式会社,その他,求人なし,北海道札幌市中央区大通西18-1-40プログレッシブオフィス 201,1961,代表取締役 三好 康裕,,30 百万円,,,,
2024-08-01,株式会社キョーリツ事務機,その他,求人なし,北海道札幌市白石区川下2086,1976,代表取締役 西脇 勝,,50 百万円,,,,
2024-08-01,佐藤車輛部品株式会社,その他,求人なし,北海道札幌市東区北四十七条東8-2-1,1948,代表取締役 佐藤 喜勝,,10 百万円,,,,
2024-08-01,株式会社ジェイコム札幌,その他,求人なし,北海道札幌市豊平区月寒東二条18-7-20,1983,代表取締役 寺尾 弘一,,"8,800 百万円",,,,
2024-08-01,株式会社エフ・エム通商,その他,求人なし,北海道札幌市西区八軒六条東2-8-10オークビル 305,1984,代表取締役 古田 富士幸,,14 百万円,,,,
2024-08-01,株式会社北海道ジェイ・アール商事,その他,求人なし,北海道札幌市東区北六条東4-1-4ＮＥ6・4ビル 4Ｆ,1988,代表取締役 岩本 隆市,,800 百万円,,,,
2024-08-01,明成メディカル株式会社,医療機器卸,求人なし,北海道札幌市北区麻生町2-4-13,1989,代表取締役 工藤 一志,,46 百万円,,,,
2024-08-01,札幌北営株式会社,その他,求人なし,北海道札幌市西区八軒四条西4-4-6,1993,代表取締役 小松 正志,,14 百万円,,,,
2024-08-01,株式会社山一,その他,求人なし,北海道旭川市宮下通10-左5,1964,代表取締役 佐々木 睦浩,,20 百万円,,,,
2024-08-01,北海道エア・ウォーター・アグリ株式会社,その他,求人なし,北海道旭川市永山北一条10-13-5,1985,代表取締役 農端 洋行,,50 百万円,,,,
2024-08-01,株式会社合田観光商事,その他,無,北海道札幌市中央区南二条西10-1000-2ＫＵＷＡＧＡＴＡビル,1981,代表取締役 合田 高丸,,50 百万円,,,,
2024-08-01,株式会社太洋,その他,求人なし,北海道函館市北浜町10-34,1950,代表取締役 塚田 寛,,40 百万円,,,,
2024-08-01,北斗興業株式会社,その他,求人なし,北海道北斗市七重浜6-4-1,1956,代表取締役社長 柴田 健司,,20 百万円,,,,
2024-08-01,株式会社受川,その他,求人なし,北海道帯広市大通南9-19,1953,代表取締役 受川 賢一,,15 百万円,,,,
2024-08-01,本別町農業協同組合,特殊法人・財団法人・その他団体・連合会,求人なし,北海道中川郡本別町北5-2-1,1948,代表理事組合長 佐野 政利,,"1,986 百万円",,,,
2024-08-01,北日本産商株式会社,その他,求人なし,北海道苫小牧市三光町5-24-20,1978,代表取締役 後藤 潤,,30 百万円,,,,
2024-08-01,富士塗料興業株式会社,その他,求人なし,宮城県仙台市若林区卸町3-1-17,1949,代表取締役 星合 邦生,,26 百万円,,,,
2024-08-01,仙台観光株式会社,その他,求人なし,宮城県仙台市青葉区川内三十人町49-225,1967,代表取締役 延山 寛,,99 百万円,,,,
2024-08-01,株式会社北文社,その他,求人なし,宮城県仙台市太白区西中田6-4-40,1970,代表取締役 佐藤拓自,,30 百万円,,,,
2024-08-01,ミカド電装商事株式会社,その他,求人なし,宮城県仙台市若林区新寺3-4-30,1948,代表取締役社長 沢田 秀二,,24 百万円,,,,
2024-08-01,株式会社八巻商会,その他,求人なし,宮城県仙台市太白区西多賀2-6-28,1970,代表取締役 八巻 良男,,10 百万円,,,,
2024-08-01,協同組合エムビー・ネットワーク,その他,求人なし,宮城県仙台市青葉区一番町2-2-11,1992,代表理事 髙嶋 晴生,,6 百万円,,,,
2024-08-01,光和建材株式会社,その他,求人なし,福島県郡山市日和田町字原12-20,1973,代表取締役 笠原 秀幸,,20 百万円,,,,
2024-08-01,株式会社ダイサン食材,その他,求人なし,福島県郡山市駅前1-15-1,1966,代表取締役 服部 吉矩,,21 百万円,,,,
2024-08-01,株式会社あいづダストセンター,その他,求人なし,福島県会津若松市神指町大字南四合字才ノ神461,1972,代表取締役 宮下 徹,,21 百万円,,,,
2024-08-01,会津土建株式会社,その他,求人なし,福島県会津若松市追手町5-36,1948,代表取締役 菅家 忠洋,,20 百万円,,,,
2024-08-01,公益財団法人福島県保健衛生協会,特殊法人・財団法人・その他団体・連合会,求人なし,福島県福島市南中央4-21-2,1959,代表理事 鈴木 順造,,,,,,
2024-08-01,株式会社岩手牛乳,その他,求人なし,岩手県盛岡市上厨川字柳原5-8,1950,代表取締役 小泉 トシ,,95 百万円,,,,
2024-08-01,株式会社盛岡生花地方卸売市場,その他,求人なし,岩手県盛岡市羽場10地割100-3,1958,代表取締役 橋本 正,,48 百万円,,,,
2024-08-01,クシヤ株式会社,その他,求人なし,新潟県新潟市江南区東早通1-1-26,1947,代表取締役 櫛谷 努,,30 百万円,,,,
2024-08-01,株式会社サンキョーフーズ,その他,求人なし,新潟県新潟市中央区長潟2-6-17,1966,代表取締役 田畑 英樹,,10 百万円,,,,
2024-08-01,ネス株式会社,その他,求人なし,新潟県新潟市中央区南笹口1-1-13グランコンフォート笹出 1Ｆ,1973,代表取締役社長 櫛谷 正春,,10 百万円,,,,
2024-08-01,新潟空調株式会社,その他,求人なし,新潟県新潟市東区古湊町3-63,1972,代表取締役 山田 雄治,,20 百万円,,,,
2024-08-01,株式会社渡辺電気工業所,その他,求人なし,新潟県新潟市西区坂井東6-13-24,1969,代表取締役 渡辺 和博,,20 百万円,,,,
2024-08-01,株式会社アヅマテクノス,その他,求人なし,新潟県新潟市中央区弁天橋通3-9-12,1993,代表取締役 関 博司,,99 百万円,,,,
2024-08-01,株式会社コモンテックス,その他,求人なし,新潟県新潟市中央区女池神明2-3-12,1993,代表取締役 鈴木 洋康,,50 百万円,,,,
2024-08-01,ＪＦＥ精密株式会社,その他,求人なし,新潟県新潟市東区鴎島町6-5,1993,代表取締役 山崎 伸次,,450 百万円,,,,
2024-08-01,株式会社大谷ビジネス,その他,求人なし,新潟県上越市本町7-3-25,1974,代表取締役 大谷 光夫,,10 百万円,,,,
2024-08-01,スリーエムジャパンプロダクツ株式会社,その他,求人なし,東京都品川区北品川6-7-29,1970,代表取締役 伊藤 誠,,360 百万円,,,,
2024-08-01,株式会社全農ライフサポート山形,食品・GMS・ディスカウントストア,求人なし,山形県天童市長岡北4-7-18,1972,代表取締役 高橋 幸紀,,470 百万円,,,,
2024-08-01,株式会社ヨシケイ山形,その他,求人なし,山形県山形市松栄1-6-77,1978,代表取締役 佐藤 敬一,,30 百万円,,,,
2024-08-01,秋田生花株式会社,その他,求人なし,秋田県秋田市外旭川字待合28,1991,代表取締役 橋本 正史,,80 百万円,,,,
2024-08-01,株式会社栃雪,その他,無,栃木県宇都宮市江曽島町1026,1952,代表取締役 町井 海夫,,48 百万円,,,物流センター運営、業務用食品卸売事業、宅配事業■事業所：5ヶ所■関連会社：2社 2023年8月doda掲載求人より引用,
2024-08-01,アペンタクル株式会社,コールセンター,求人なし,栃木県宇都宮市下戸祭2-3-25,1984,代表取締役 山崎 文秀,,10 百万円,,,,
2024-08-01,株式会社グッドコム,その他,求人なし,栃木県宇都宮市平出町3741-11,1974,代表取締役 片山 健太,,10 百万円,,,,
2024-08-01,株式会社テクノ三和,その他,求人なし,栃木県那須塩原市北赤田1583-23,1964,代表取締役 森 功一,,20 百万円,,,,
2024-08-01,宇都宮機工株式会社,その他,求人なし,栃木県宇都宮市簗瀬町2502-7,1984,代表取締役 横塚 紀久子,,20 百万円,,,,
2024-08-01,株式会社日本理化インシュレーションズ,その他,求人なし,栃木県下都賀郡壬生町大字壬生甲3737,1997,代表取締役 大栗 崇司,,90 百万円,,,,
2024-08-01,株式会社キンセイ産業,その他,求人なし,群馬県高崎市宮原町1-1,1971,代表取締役 金子 正元,,50 百万円,,,,
2024-08-01,株式会社三陽商会,その他,求人なし,群馬県伊勢崎市連取町3313-4,1957,代表取締役 藤丸 兼一,,25 百万円,,,,
2024-08-01,株式会社環境保全センター,その他,求人なし,群馬県高崎市下大島町626,1972,代表取締役 中澤 和也,,20 百万円,,,,
2024-08-01,株式会社高草木建設,その他,求人なし,群馬県みどり市大間々町塩原96-3,1963,代表取締役 津久井 一价,,36 百万円,,,,
2024-08-01,サカモト機材株式会社,その他,求人なし,群馬県太田市別所町222-1,1975,代表取締役 坂本 詩季尾,,11 百万円,,,,
2024-08-01,株式会社伊勢甚本社,その他,求人なし,茨城県水戸市泉町3-1-28第二中央ビル 7Ｆ,1949,代表取締役 綿引 甚介,,50 百万円,,,,
2024-08-01,若葉科学株式会社,その他,求人なし,茨城県日立市若葉町3-7-6,1964,代表取締役 斉藤 寿房,,10 百万円,,,,
2024-08-01,鹿島北共同発電株式会社,その他,求人なし,茨城県神栖市東和田16,1968,代表取締役 中川 誠司,,"6,000 百万円",,,,
2024-08-01,株式会社新日東,その他,求人なし,茨城県那珂市菅谷3127,1967,代表取締役 篠原 啓一,,14 百万円,,,,
2024-08-01,株式会社サントー,その他,求人なし,茨城県行方市麻生553-4,1966,代表取締役 藤野 和芳,,12 百万円,,,,
2024-08-01,吉野電業株式会社,その他,求人なし,茨城県日立市滑川町1-5-13,1956,代表取締役 吉野 邦彦,,10 百万円,,,,
2024-08-01,茨城大学生活協同組合,特殊法人・財団法人・その他団体・連合会,求人なし,茨城県水戸市文京2-1-1茨城大学内,1967,代表理事 野澤 恵,,167 百万円,,,,
2024-08-01,株式会社産業ガステクノサービス,その他,求人なし,茨城県日立市国分町3-1-17,1987,代表取締役 篠﨑 勝洋,,25 百万円,,,,
2024-08-01,サンプラント株式会社,その他,求人なし,茨城県土浦市神立町3436-2,1980,代表取締役 大森 健二,,10 百万円,,,,
2024-08-01,公益財団法人つくば科学万博記念財団,特殊法人・財団法人・その他団体・連合会,求人なし,茨城県つくば市吾妻2-9つくばエキスポセンター,1986,代表理事 中原 徹,,,,,,
2024-08-01,株式会社アイナボホールディングス,その他,求人なし,東京都台東区元浅草2-6-6東京日産台東ビル 4Ｆ,1955,代表取締役社長 阿部 一成,,896 百万円,,,,スタンダード
2024-08-01,株式会社Ｔｏｏホールディングス,その他,無,東京都港区虎ノ門3-4-7虎ノ門36森ビル,1970,代表取締役 石井 剛太,,100 百万円,,,◆デザイン・出版・編集・印刷・CG・映像分野における画像処理機器の開発・製造・販売・保守及びシステムインテグレーション◆コンピューター用品の販売◆OA用品・OA機器の販売◆技術サービス及びサポート◆デザイン用品及び機器の開発・製造・販売 2023年12月doda掲載求人より引用,
2024-08-01,王子合金株式会社,その他,求人なし,東京都千代田区神田北乗物町11乗物町中央ビル5Ｆ,1961,代表取締役 石塚 勝一郎,,10 百万円,,,,
2024-08-01,株式会社オンワードホールディングス,その他,求人なし,東京都中央区日本橋3-10-5オンワードパークビルディング,1947,代表取締役社長 保元 道宣,,"30,079 百万円",,,,プライム
2024-08-01,株式会社銀座サクラヤ,その他,求人なし,東京都中央区銀座2-8-5銀座サクラヤビル,1949,代表取締役 浅沼 健司,,30 百万円,,,,
2024-08-01,京成電鉄株式会社,その他,無,千葉県市川市八幡3-3-1,1909,代表取締役社長 小林 敏也,,"36,803 百万円",,,,プライム
2024-08-01,三和ホールディングス株式会社,その他,求人なし,東京都新宿区西新宿2-1-1新宿三井ビル 52Ｆ,1948,代表取締役社長 執行役員社長 髙山 靖司,,"38,413 百万円",,,,プライム
2024-08-01,進藤建設株式会社,その他,求人なし,東京都中野区本町1-25-4進藤ビル 2Ｆ,1954,代表取締役 進藤 宣良,,50 百万円,,,,
2024-08-01,全国農業協同組合連合会,特殊法人・財団法人・その他団体・連合会,無,東京都千代田区大手町1-3-1ＪＡビル,1972,代表理事 野口 栄,,"115,230 百万円",,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 『魅力ある農業づくり』『農業を守る』『心を満たす生活提案』『潤いのある地域社会の創造』を目指して、日本農業や地域社会の活性化に貢献しております。【販売事業】農家のみなさんが生産された農畜産物の販売【購買事業】農業生産や生活に必要な資材の仕入れおよび供給 2023年2月doda掲載求人より引用,
2024-08-01,東洋工業株式会社,その他,求人なし,東京都目黒区中町1-26-11ＨＩＬＬＦＯＲＴ目黒 1Ｆ,1961,代表取締役 折原 洋一,,10 百万円,,,,
2024-08-01,株式会社ＬＮＪ中通,その他,無,東京都中央区日本橋本町1-9-1Ｓ－ＧＡＴＥ日本橋本町 10Ｆ,1950,代表取締役 坂本 康弘,,95 百万円,,,,
2024-08-01,株式会社メディアリンク,その他,求人なし,東京都千代田区九段南2-3-14靖国九段南ビル,1964,代表取締役 久保田 了司,,50 百万円,,,,
2024-08-01,東信電業株式会社,その他,求人なし,東京都杉並区成田東2-30-10,1964,代表取締役 玉置 雄介,,10 百万円,,,,
2024-08-01,株式会社ＭＭコーポレーション,その他,無,東京都文京区本郷3-4-6,1975,代表取締役 北内 秀明,,100 百万円,,,,
2024-08-01,理化電子株式会社,その他,無,東京都港区三田1-4-28三田国際ビル 13Ｆ,1961,代表取締役 戸田 泰子,,100 百万円,,,,
2024-08-01,公益財団法人母子衛生研究会,特殊法人・財団法人・その他団体・連合会,求人なし,東京都千代田区外神田2-18-7ＭＣＦＨセンタービル 4Ｆ,1960,代表理事 江井 俊秀,,,,,,
2024-08-01,明光産業株式会社,その他,求人なし,東京都千代田区内神田2-11-5大沢ビル 4Ｆ,1966,代表取締役 佐々木 博,,10 百万円,,,,
2024-08-01,一般財団法人日本食品分析センター,特殊法人・財団法人・その他団体・連合会,求人なし,東京都渋谷区元代々木町52-1,1957,理事長 西村 勉,,,,,,
2024-08-01,株式会社豊島電機,その他,無,東京都豊島区南長崎4-20-3,1946,代表取締役 望月 伸泰,,30 百万円,,,【老舗企業として多角的な事業を展開し成長中】自動車電装品や空調関連に特化した修理や販売 ※営業品目自動車電装品、バスエアコン、高度故障診断、ディーゼル噴射ポンプ、インジェクター、各種バッテリー、ドライブレコーダー、デジタルタコグラフなど※デンソーサービスステーション(ダイアグステーション)関東一円のデンソー製のディーゼル噴射ポンプの修理品は全て弊社で行なっています。 2023年12月doda掲載求人より引用,
2024-08-01,互恵交易株式会社,その他,求人なし,東京都千代田区飯田橋3-11-6清水書院サービス第2ビル 6Ｆ,1967,代表取締役 高橋 保寿,,20 百万円,,,,
2024-08-01,柳川精工株式会社,その他,求人なし,東京都大田区蒲田3-15-2,1963,代表取締役 柳川 忠之,,90 百万円,,,,
2024-08-01,株式会社ＨＹＳエンジニアリングサービス,その他,求人なし,東京都小平市御幸町32,1959,代表取締役 取締役社長 飯田 一郎,,100 百万円,,,,
2024-08-01,新東京産業株式会社,その他,求人なし,東京都港区新橋3-2-5第5東洋海事ビル 5Ｆ,1970,代表取締役 黒田 聖昭,,10 百万円,,,,
2024-08-01,中村展設株式会社,その他,求人なし,東京都墨田区両国2-9-8,1950,代表取締役 中村 順一,,55 百万円,,,,
2024-08-01,ワイドフレンズ株式会社,その他,求人なし,東京都中央区月島1-5-1,1957,代表取締役 梅木 孝治,,40 百万円,,,,
2024-08-01,日本テレビホールディングス株式会社,その他,求人なし,東京都港区東新橋1-6-1日本テレビタワー,1952,代表取締役社長 杉山 美邦,,"18,600 百万円",,,,プライム
2024-08-01,井嶋金銀工業株式会社,その他,求人なし,東京都荒川区東日暮里5-47-10,1971,代表取締役 井嶋 隆之,,50 百万円,,,,
2024-08-01,ビーエム長野株式会社,その他,求人なし,東京都千代田区二番町10-3ビーエム長野ビル,1971,代表取締役 村上 新吾,,310 百万円,,,,
2024-08-01,ビクターエンタテインメント株式会社,その他,求人なし,東京都渋谷区東1-2-20渋谷ファーストタワー,1972,代表取締役 植田 勝教,,"5,595 百万円",,,,
2024-08-01,昭榮電氣工具株式会社,その他,求人なし,東京都大田区田園調布南30-8,1967,代表取締役 芦田 高人,,26 百万円,,,,
2024-08-01,日本スターティング・システム株式会社,その他,無,東京都港区新橋6-14-3御成門ＰＲＥＸ 7Ｆ,1965,代表取締役 横田 貞夫,,10 百万円,,,,
2024-08-01,三松堂ホールディングス株式会社,その他,求人なし,東京都千代田区西神田3-2-1住友不動産千代田ファーストビル南館 14Ｆ,1950,代表取締役 矢部 真太郎,,39 百万円,,,,
2024-08-01,一般財団法人日本航空機開発協会,特殊法人・財団法人・その他団体・連合会,求人なし,東京都千代田区内幸町2-2-3日比谷国際ビル 7Ｆ,1973,代表理事 中村 知美,,,,,,
2024-08-01,フクダエム・イー工業株式会社,その他,無,東京都文京区湯島2-18-2,1972,代表取締役 福田 宏一,,99 百万円,,,■各種医用電子機器の製造販売■各種医用電子機器、輸出および輸入販売 2023年8月doda掲載求人より引用,
2024-08-01,株式会社エス・シー・アライアンス,その他,求人なし,東京都新宿区早稲田町75,1979,代表取締役 山本 浩一,,243 百万円,,,,
2024-08-01,東京洋紙協同組合,特殊法人・財団法人・その他団体・連合会,求人なし,東京都中央区八丁堀3-19-9京橋第6長岡ビル 4Ｆ,1960,代表理事 塩澤 好久,,500 百万円,,,,
2024-08-01,株式会社ダンロップタイヤ,その他,求人なし,東京都江東区豊洲3-3-3 豊洲センタービル,2024,河瀬 二朗,,90 百万円,,,,
2024-08-01,株式会社ケーメックス・オートメーション,その他,無,東京都千代田区岩本町2-1-15ＪＭＦビル神田01－7Ｆ,1976,代表取締役 亀田 剛史,,30 百万円,,,,
2024-08-01,株式会社ＡＨＳ,その他,無,東京都中央区築地5-3-2朝日新聞東京本社新館 12Ｆ,1973,代表取締役社長 坂本 眞,,20 百万円,,,・朝日新聞の販売支援・イベント支援・新聞販売店向け物品販売・読者向け通販・購読料回収代行 など 2024年2月doda掲載求人より引用,
