更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,資本金,平均年齢,従業員数,企業URL,代表者,上場市場名
2024-07-01,株式会社タイコーアーキテクト,住宅（ハウスメーカー）,2,■事業内容： 建築工事業（建築一式工事 、 住宅基礎工事 、 建築工事）対象エリア：大阪府、京都府、兵庫県、奈良県（一部エリアを除く）※同社から車で1時間以内のエリア■ビジョン： 新しい常識で 家を作る 街をつくる■特徴（TOPICS）： タイコーは1965年に大阪ではじまった家づくりの会社です。新しい常識で、これまでになかった価値を持つ家づくり・街づくりをしています。自由な発想で思い描いた「暮らし」を、知識と技術で実現し人々の役に立つ。これが私たちのミッションです。,大阪府東大阪市鴻池本町6-32,1965,10百万円,39.0,25,https://taiko-architect.com/,,
2024-06-01,株式会社ｓｈｏｐ　ｕｐ,設備管理・メンテナンス,1,■会社案内私たちの会社は近畿圏内を中心に老人福祉施設や病院、マンションやホテル、物販店の新築現場、改修工事現場などの消火設備の設計、配管工事、消防申請業務を一貫して行える会社です。設計、施工、申請をトータルでサポートさせていただくことで、不備なくスムーズに進めることが可能です。人命、財産を守るため、消防設備に関する幅広い業務を通じ安全・安心を提供できる会社を目指しております。,大阪府大阪市西区境川1-3-25,2013,5百万円,,10,http://www.shopup.co.jp/index.html,,
2024-07-01,株式会社九州建設計画エンジニアリング,建設コンサルタント,1,建設コンサルタント業●発注者支援業務●公物管理支援業務●労働者派遣事業【主要取引先】国土交通省 九州地方整備局【許認可等】●建設コンサルタント国土交通大臣登録 建27第10230号 ＜登録部門＞ 河川、砂防及び海岸・海洋部門 建設環境部門 電力土木部門●労働者派遣事業許可証（派40－301075）,福岡県福岡市博多区博多駅前１丁目19番３号,,1720万円,,77,https://k-cpe.com,代表取締役社長 大内 周,
2024-07-01,サンライクエステート株式会社,不動産管理,1,■事業内容：佐賀市を拠点に、賃貸物件の管理業やコンサルティングなど不動産業を広く展開しています。オーナー様から任されている賃貸マンション・アパートは佐賀県を中心として約900戸。年100戸ペースで管理物件数が増加しています。・不動産の売買、賃貸及びその仲介業、ＤＩＹや大幅なリノベーションまで、お客様の多様なニーズに多彩なノウハウでお応えします。当社は、全国６５０店舗の総合不動産ピタットハウス加盟店です。,佐賀県佐賀市神野東1-3-14,2012,3百万円,39.2,7,https://3like-estate.com/,,
2024-08-01,株式会社ユニマット不動産開発,不動産管理,5,■事業内容： 【不動産開発事業】中古マンション、一棟ビルを仕入れ、付加価値を高めて販売。仕入れからリノベーションの企画、販売まで一貫して行っております。【コインパーキングの運営】時間貸し駐車場のコンサルティング営業、新規開発・受託後の運営管理。【不動産売買仲介】個人または法人のお客様に対し、住宅用・投資用・事業用不動産など様々な売却、購入のニーズに合わせて、不動産仲介。【リゾートホテル所有及び運営】大手グループ企業ならではのリゾートホテル所有及び運営、リゾート地の開発及び運営。【トランクルームの運営】都心に特化したプレミアムなトランクルームを管理運営、新規開発事業。,東京都港区南青山2-19-1,2023,20百万円,38.0,12,https://unimatdevelopment.co.jp/company/,,
2024-08-01,株式会社アール・エフ・マネジメント,不動産仲介,4,当社は不動産の売買や賃貸・仲介、コンサルティングを行う総合不動産会社です。■事業概要：・不動産売買事業：仲介販売や買付保障付仲介、当社買取等 お客様に最善の売却方法をご提案いたします。・賃貸管理事業：人員募集や契約代行、家賃管理・振込、契約・更新手続き等、各種サービスをそろえております。・空き家売却事業・リフォーム事業 等■拠点：・東京本社東京都豊島区東池袋1-34-2 SWELL池袋 6階,東京都豊島区東池袋1-34-2SWELL池袋6F,2016,80百万円,28.0,19,https://r-f-management.com/,,
2024-08-01,株式会社アイリスジャパン,不動産仲介,1,■事業内容： ・不動産取引・基礎工事一式・鉄筋工事業・産業廃棄物運搬・運送事業■従業員数：役員2名、正社員22名（特定技能生7名、技能実習生1名）、専属職方28名 ■有資格者： 宅建士、鉄筋基幹技能士、鉄筋技能士施工図作成、1級鉄筋施工技能士、手動ガス圧接 3種、職長・安全衛生責任者,埼玉県入間郡三芳町大字上富2055-3前島ビル201,2012,10百万円,,22,https://www.airisujapan.com/,,
2024-08-01,株式会社Ｏｆｆｉｃｅ　Ｍａｙ,サブコン,12,■企業概要：意匠デザイン設計、機械設備設計、電気設備設計、施工管理、営業推進事業、コンサルティングに係る事業,東京都港区赤坂4-13-5,2006,10百万円,39.5,10,https://officemay.biz/,,
2024-06-01,株式会社ｍａｌｂａ　ｄｅｓｉｇｎ,建築設計事務所,2,■事業内容・商業施設やオフィス等の設計から施工管理まで幅広く対応・京都や大阪で空間デザインのご相談を受付けております・デザイン・設計から施工までを一貫して手がけております,京都府京都市南区吉祥院前河原町26-4,2015,40百万円,,15,https://malba.co.jp/company/,,
2024-07-01,株式会社アサヒクラフトエンジニア,建築設計事務所,2,■事業内容：ポンプ設計・ゲート設計・上下水道施設設計・排水処理施設設計・樋門、樋管等の機械設計、電気設計、土木設計,福岡県福岡市博多区博多駅前4-4-23,2003,5百万円,40.0,37,https://www.ace-camp.co.jp/,,
2024-07-01,株式会社Ｋ・Ｆ・Ｋ,サブコン,1,【事業内容】・電気工事業・設計積算及び管理業務・商標登録商品の販売・創業者育成業務,北海道旭川市東七条10-2-20,2016,30百万円,48.7,14,なし,,
2024-08-01,株式会社ＫＩＺＵＫＵ,土地活用,2,＜KIZUKUの３つのIQ＞01：Interior Quality■個性豊かなデザイン、コンセプトのある部屋KIZUKU物件の大きな特徴はデザイン。 立地状況などのマーケティングから、入居者ニーズやトレンドを意識した間取り、カラーリング、インテリアをセレクトし、固定概念を覆すアイデアでアパート経営をバックアップ。 マーケティングに基づいた堅実な資産設計に加え、これまでにないアパート経営の価値観を提示します。■予算や立地によっては、正方形や長方形以外の形をした「不整形地」での建築になる場合があります。 その場合においても弊社は土地の形状を生かした設計を行います。,広島県広島市中区河原町1-26,2016,6百万円,48.0,7,https://kizuku-chintai.com/,,
2024-07-01,株式会社ＦＯＬＬＯＷＳＨＩＰ,内装・インテリア・リフォーム,1,■事業内容： リフォーム事業・・経験豊富な建築関連の有資格者も複数名在籍しており、顧客要望に合わせた柔軟なサービス提供しております。UAV事業・・i-Construction（ICT）技術の活用の為にドローンによる高精度な３次元測量と施工範囲の３次元データを活用した設計・施工計画を行っております。除染事業・・福島県の復興のためいち早く事業展開、主に郡山の市道をメインとして、ＧＰＳ・ＧＩＳ・ＧＮＳＳを用いた新しいモニタリングシステム飲食事業・・自社で一貫して設計～施工まで手掛けた飲食店（うみねこ食堂）を運営,福島県郡山市図景2-9-7,2016,5百万円,,10,http://followship.jp/,,
2024-08-01,Ｂｉｓｏｎ　ｅｎｅｒｇｙ株式会社,プラントメーカー・プラントエンジニアリング,3,【事業概要】・太陽光発電、蓄電システム（住宅用、産業用）の設計・施工・販売・太陽光発電システムの運転管理・保守管理・太陽光発電関連製品の開発・製造・販売・太陽光発電事業・太陽光発電所の売買,東京都中央区日本橋茅場町2-7-6晴花ビル6F,2016,50百万円,39.5,25,http://www.bisonenergy.net/,,
2024-07-01,株式会社ラフト,建築設計事務所,4,■事業内容：建築設計・監理、不動産事業,大阪府大阪市西区新町1-28-11,2015,15百万円,32.0,40,http://www.raft-inc.jp/,,
2024-07-01,Ｅｑｕｉｓｔ株式会社,不動産仲介,2,■不動産投資■不動産売買■不動産運営・管理事業■不動産企画事業,東京都港区元赤坂1-7-15 Equist MOTOAKASAKA,2016,"3,000万円",,4,Error accessing https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3010708645/-tab__jd/: 'NoneType' object has no attribute 'get',代表取締役 波田野 晃礼,
2024-07-01,株式会社クリエイト大阪,不動産管理,2,■事業内容： 不動産買取・売買・建築・仲介,大阪府大阪市北区大淀南1-2-19クリエイトビル,,,,40,http://www.c-osaka.co.jp/,,
2024-08-01,株式会社ライズアセット,不動産仲介,2,■不動産売買仲介■ファイナンスアレンジ■不動産買取■不動産再販■建造物の総合改修工事（修繕+現状回復工事・リノベーション工事）宅地建物取引業者免許：国土交通大臣（1）第10309号,大阪府大阪市中央区北久宝寺町4丁目3番5号 本町サミットビル6階,2015,3000万円,,12,https://www.rise-asset.co.jp/,代表取締役社長 藤本 幸治,
2024-08-01,株式会社インクダム,内装・インテリア・リフォーム,1,■住宅リノベーション・リフォームの企画、提案、設計、監理、製作、施工■不動産売買・仲介、中古住宅ワンストップサービス■店舗、パブリックスペースなどの企画、デザイン、設計、制作、施工■各種施設・イベントの活性化、運営、管理,【本社／ステージラボ事業部】東京都大田区鵜の木3-14-4 リヴァリー鵜の木1F【南麻布アトリエオフィス／リペア事業部】東京都港区南麻布2-15-7,2016,300万円,37.0,48,https://www.inkdom-stagelab.com/,代表取締役 伊藤 淳,
2024-06-01,株式会社フューチャーリーディング,不動産仲介,1,■国内外の不動産の売買・交換・賃借及びその仲介並びに所有。管理及び利用■不動産リフォーム工事・清掃代行業務■日中マーケティング調査業務■不動産・経営関係のコンサルティング業務■来日観光サービスの顧問業務■来日留学進学コンサルティング事業,〒116-0013東京都荒川区西日暮里2-22-1 ステーションプラザ502,2016,800万円,,,https://www.fl-home.jp/index.html#,代表取締役 金澤 利一,
2024-07-01,株式会社リプラス,不動産仲介,6,■企業概要：私たちは、中古住宅や土地などの不動産の提供のほか、中古住宅の付加価値を高めるリフォーム工事を施し、お客様の快適な住まいづくりのお手伝いをしております。■事業内容： 不動産の売買、仲介、リノベーションを中心とする建築業■事業所：＜宇部本社＞〒755-0151 山口県宇部市大字西岐波4406-6＜下関支店＞〒751-0873 山口県下関市秋根西町1-9-50アパルトマン秋根106,山口県宇部市大字西岐波4406-6,2015,3百万円,,6,https://www.replus-r.co.jp/,,
2024-06-01,株式会社緑エンジニアリング,サブコン,5,■事業内容： （1）発注者支援業務土木、建築工事の工事監督支援業務、積算技術業務技術審査業務、行政事務補助業務 （2）公物管理業務河川巡視支援業務,茨城県龍ケ崎市若柴町字長沼2991-7,1990,10百万円,47.0,86,http://www.midorieng.co.jp/,,
2024-08-01,株式会社創建planning,ディベロッパー,1,・戸建て分譲事業・土地分譲事業・マンション、戸建てリフォーム販売事業・収益物件の管理、販売事業・不動産仲介宅地建物取引業免許 神奈川県知事(1)第29644号,神奈川県横浜市中区尾上町4-54 Kannai ex 7F,2016,900万円,35.0,,https://www.soken-planning.jp/,代表取締役 小林 創越,
2024-08-01,株式会社Ｒｏｓｙ,内装・インテリア・リフォーム,6,■事業内容： ・一般建築工事/室内リフォーム/ビル管理/リノベーション・施工/設計・修繕工事/スチール什器/家具,東京都新宿区新宿1-32-16MARSビル3F,2015,10百万円,35.0,10,https://rosy-co.jp/,,
2024-06-01,株式会社西山産業,サブコン,1,（１）当社は香川県西讃エリアを中心に、香川県や三豊市から受注した公共の土木工事施工・管理を手掛ける他、産業廃棄物の処理も行っております。年度毎に割合は 変動しますが、直近期では公共工事・産業廃棄物処理の売上構成割合は8:2と公共工事が大半を占めております。,香川県三豊市山本町河内3559,1971,60百万円,,23,なし,,
2024-08-01,株式会社フクマツ,サブコン,5,当社は、創業以来、土木一式工事や建築一式工事を手掛けて参りました。 当社は「お客様の満足度」を第一に考え、総合的な施工・マネジメントを的確・誠実に行い、誠心誠意「自分が住むつもりで、お客様に喜ばれる施工」につとめます。従業員一同、地域に愛され信頼される会社を目指し、お客様をはじめ、地域社会貢献につとめております。■事業内容・総合建設業・土木工事業・一級建築士事務所・宅地建物取引事業所・飲食事業,熊本県葦北郡芦北町大字田浦町539-1,1984,30百万円,,33,https://fukumatu.co.jp/,,
2024-08-01,株式会社コマ電設,サブコン,1,■事業内容・業務内容：電気設備工事・消防施設工事・工務課：設計積算業務…電気設備専用CADを使用し、一般電気工作物や自家用電気工作物の電気・消防設備設計、積算、現場管理を行っています。・工事課：施工業務…住宅・店舗・工場・各種施設等の配線から器具取付まで電気設備全般の施工を行っています。,愛媛県今治市東村4-5-14,1983,20百万円,36.7,9,http://www.komaden.com/,,
2024-06-01,株式会社アクシス・サポート,建設コンサルタント,1,■事業内容： ・建設コンサルタント業務サポート （河川計画、水環境、下水道、防災などの分野を対象とした解析技術支援・コンサルティングサポート）・数値シミュレーションの委託解析 （河川・下水道・港湾・海岸・水環境など）・データ処理、業務支援ツールの開発 （GIS、CAD、Excel、Fortran、Excel VBAなど）・メンタルサポート、コーチング、心理カウンセリング・経営コンサルティング・企業研修、セミナーの企画運営,東京都文京区本駒込4-49-2バウハウスA号室,2016,3百万円,,7,https://axissupport.jimdofree.com,,
2024-07-01,Ｔｈｅｍｉｓ株式会社,サブコン,1,■事業内容： ガスなどの住宅設備機器の設置や住宅の改修工事の施工を行っています。,宮城県仙台市太白区鹿野1-3-12,2016,2百万円,,3,なし,,
2024-08-01,株式会社グランツアセット,不動産仲介,2,賃貸仲介事業・不動産売買、インターネット代理店事業、電気・ガス・ウォーターサーバー代理店事業、Webエンジニア事業,【新宿本店】東京都新宿区新宿3-20-6 新宿FSビル6F【横浜店】神奈川県横浜市西区南幸町2-21-5柳川ビル6階3号【大阪支店】大阪市中央区西心斎橋2-16-6 PRINCE心斎橋8F,2016,,,25,https://otayado.com/,代表取締役 平田 知彬,
2024-07-01,みやび冷熱工業株式会社,サブコン,2,■事業内容： 業務用エアコン工事、エアコン洗浄工事、家庭用エアコン工事、空調機器販売、空調換気設備工事、電気工事等,千葉県松戸市古ケ崎1-3006-4,2016,3百万円,40.0,6,https://miyabireinetsu.com/,,
2024-07-01,株式会社アインスホーム,不動産仲介,1,■不動産売買、賃貸、管理およびその仲介■不動産に関するコンサルティング業務宅地建物取引業者免許 東京都知事（2）99627号＼三井レジデンシャルリリース、5年連続受賞★／2020年度賃貸運営本部三部エリア仲介実績「第1位」2019年度賃貸運営本部三部エリア仲介実績「第1位」2018年度賃貸運営本部三部エリア仲介実績「第1位」,東京都千代田区鍛冶町2-7-5 日宝神田イーストビル5階,2016,300万円,31.0,14,https://aincehome.com/,代表取締役 土肥 和大,
2024-08-01,ＪＲ西日本不動産マネジメント株式会社,不動産管理,8,■事業内容・プロパティマネジメント事業・ビルマネジメント事業・コンストラクションマネジメント事業・空間マネジメント事業,大阪府大阪市北区梅田3-3-20明治安田生命大阪梅田ビル17F,1986,20百万円,47.6,96,https://www.jrwm.co.jp/,,
2024-05-01,株式会社ハラダテクノ,設備管理・メンテナンス,1,■事業内容：・一般電気設備工事・高圧受電設備の販売、及び施工／高圧受電設備の保安管理業務／高圧受電設備保安管理システム・消防設備の点検業務、及び改修工事全般・絶縁監視装置ASSQの販売、及び施工・空調機節電システム、DAC／ASPEX、アクセスシステムの開発、販売及び施工・LED照明の販売、及び施工・太陽光発電システムの販売、及び施工・オール電化システム、エコキュート、IHクッキングヒーターの販売、及び施工・断熱塗料GAINAの販売、及び施工,広島県広島市安佐南区西原2-26-39,1987,30百万円,40.0,40,http://harada-inc.com/,,
2024-08-01,福山トステム株式会社,内装・インテリア・リフォーム,1,■事業内容： 板硝子及び硝子製品の販売・施工アルミサッシ及びその他建築材の販売、施工。住宅建材・設備機器の販売・施工,広島県福山市三吉町5-5-5,2016,30百万円,,35,https://www.fukuyama-tostem.co.jp/20180319130427,,
2024-08-01,東保建設株式会社,ゼネコン,5,■事業内容： 当社では土木工事一式を請け負っております。 会社設立以来、鉄道の補修・改修工事、耐震補強工事、構造物点検、地下構造物新設工事、ガス管埋設工事など幅広く土木工事を請け負ってきました。（1）都市土木（2）耐震補強工事（3）補修・改修工事（4）構造物点検,東京都板橋区大山金井町36-10,2000,20百万円,40.0,35,https://toho-constr.com/index.html,,
2024-08-01,株式会社イチヤマ,住宅設備・建材,1,■企業概要：当社は、鉄骨加工、建築鉄骨鍛冶、各所構内現場では建方作業及び鍛冶工を主に活動しております。■事業内容： ・建築の骨組み・ファブリケーターの加工 ■特徴（TOPICS）： 清水建設、大成建設、日鉄テックスエンジ、コンステック等と直接取引をしています。,千葉県君津市君津台3-21-12,1992,,,18,なし,,
2024-08-01,株式会社ヤマムラ,住宅設備・建材,2,■事業内容：建築事業及び内装事業を中心に、不動産事業や高齢者向施設事業、工場生産・建材販売事業など幅広く展開しています。本格輸入注文住宅からリフォーム、土地活用、福祉施設、輸入家具など、顧客の生涯の暮らしにかかわる身近で力強いパートナーとして、常にに先進的なトータルプレゼンテーション（総合提案）を行っています。,山形県新庄市大字福田711-6,1965,40百万円,44.0,120,http://www.yj-co.com/index.html,,
2024-07-01,株式会社カネキ建設,サブコン,1,■事業内容： ・特定土木建築業・宅地造成・再生可能エネルギー施設の設備事業■ビジョン： 「過ごしやすい社会のため 新たな試みへの挑戦」カネキ建設は、土木建築業を通じて様々な方との「ふれあい」を大切にしています。最近は再生可能エネルギーも実施しており、さまざまな場所で皆様の社会に貢献し過ごしやすい社会を追求して参ります。,福島県白河市関辺川前7-41,,30百万円,43.0,40,http://www.kanekikensetsu.co.jp/kensetu.html,,
2024-08-01,株式会社アドバンス,建設コンサルタント,5,■事業内容1.建設コンサルタント業務：2.測量業務 ：3.補償コンサルタント業務 ：4.地質調査 ：,埼玉県上尾市二ツ宮777-1,2007,10百万円,58.0,13,https://www.adv-web.co.jp/company.html,,
2024-08-01,株式会社スズケン,住宅（ハウスメーカー）,3,■事業内容・新築住宅事業…戸建住宅を基本に注文住宅、デザイナーズハウスなど様々な要望に応えています。・リフォーム事業…顧客のライフスタイルを聞き、コンセプトを掲げた構想を練った上で空間を提案します。・外構事業…以前からこだわってきた外構の技術とノウハウを活かし、家とのバランスを考慮したエクステリアを提案しています。,千葉県船橋市宮本3-6-5,2000,20百万円,,46,https://kenchiku-yagura.com/,,
2024-07-01,FIT株式会社,土地活用,1,■事業内容：・確認申請サポート業務・長期優良住宅申請サポート業務・低炭素住宅申請サポート業務・フラット申請サポート業務・建設性能評価サポート業務・設計性能評価サポート業務,東京都日野市豊田4-28-7,2007,3百万円,39.0,250,http://fitjpn.com/,,
2024-07-01,株式会社フューチャープランニング,不動産管理,1,★投資運用業★第二種融商品取引業★金融商品仲介業★総合不動産投資顧問業★不動産業（宅地建物取引業、不動産特定共同事業）★不動産コンサルティング業 ■登録・免許：金融商品取引業（関東財務局長(金商)第1474号）・金融商品仲介業（関東財務局長(金仲)第737号）・総合不動産投資顧問業（総合－第124号）・不動産特定共同事業（東京都知事 第91号）・宅地建物取引業（国土交通大臣(2)第9403号）,東京都渋谷区神南1丁目15番3号 神南プラザビル4階,2006,1億円,,,Error accessing https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3010731522/: 'NoneType' object has no attribute 'get',代表取締役社長 久保田 康裕,
2024-05-01,株式会社ＮＥＯ,サブコン,3,■事業内容：・空調設備工事・給排水衛生工事の設計、監督並びに施工・前各号に附帯する一切の事業。■事業内容詳細：・現場管理業務：共同住宅・テナントビル・ホテル等の空気調和設備、給排水衛生設備、消防設備。・リノベーション工事：老朽化した共同住宅・テナントビル・ホテル等の配管、配線、衛生機器、換気機器、空調機器の取替工事。,東京都新宿区西新宿6-20-12第二山口ビル5F,2005,50百万円,,7,http://www.neo-corp.jp,,
2024-07-01,株式会社ユニバース,建設コンサルタント,1,■不動産の賃貸･売買・管理および鑑定ならびにコンサルティング業務■不動産取引に関する保証および債権買取を含めた信用供与免許番号 東京都知事（１）第103949号,東京都渋谷区本町3丁目14-3松尾ビル4F,2011,1000万円,,20,https://universe-tokyo.co.jp/,代表取締役 大竹 洋平,
2024-08-01,株式会社インデックスファシリティーズ,不動産管理,3,■事業内容：・建物および諸施設のファシリティマネジメント、運用／維持／管理、新築／移転／模様替えなど・什器、備品および機器、資材の購買、リースに関するコンサルティングおよび代行業務,東京都港区虎ノ門4-3-1城山トラストタワー23F,2004,3百万円,,14,http://index-facilities.jp/,,
2024-08-01,株式会社アライ,サブコン,4,■事業内容： ・マンション・ビルの改修に関するコンサルティング・大型マンションの施工計画に基づく補修・改修及び防水工事・その他大規模修繕工事一式の請負・ヴィンテージマンションのフルリノベーション・不動産仲介・戸建住宅のリフォーム,東京都千代田区九段北1-1-7カーサ九段2F BC号室,2009,100百万円,,35,https://aracon-renewal.com,,
2024-06-01,株式会社エフ・アール・エス,不動産仲介,1,■不動産の販売および仲介斡旋■不動産の賃貸および賃貸管理■不動産コンサルタント事業■建築物の設計・施工・リフォームの請負■損害保険代理店業■コンピュータのソフトウエアの開発および販売■前各号に付帯する一切の業務＜宅建免許番号＞国土交通大臣（2)第9372号,東京都中央区銀座7-12-14 大栄会館ビル4F,2007,3000万円,,100,https://frsystem.jp/,代表取締役会長 田代 康光,
2024-08-01,株式会社ブ・レスコーポレーション,内装・インテリア・リフォーム,1,■商業施設・マンションギャラリー・公共施設の企画、設計■コンサルタント及び、施工、管理、保守までのトータルマネージメント業務■既製・オーダー家具・ユニットハウスの企画、設計、施工販売ならびに一般労働者派遣事業及び有料職業紹介事業［建設業許可］・特定 東京都知事許可 （特-30）120393号・一般労働者派遣事業許可 般 13-301277・有料職業紹介事業許可 13-ユ-314705,【本社】〒175-0091東京都板橋区三園2-17-5【城北営業所】〒179-0071東京都練馬区旭町3-26-2 3F,2002,2000万円,,,http://www.b-less.co.jp/,代表取締役 細野 和弘,
2024-08-01,株式会社ネクストライフエージェント,不動産管理,4,■事業内容：・不動産の売買、仲介、賃貸、管理、宅地の開発、造成及び分譲・建築工事、内装工事、設備工事の設計、施工、管理及び請負・リノベーション事業・バリアフリー住宅の企画、設計及び施工・住宅設備機器の輸出及び販売・家具・雑貨の輸出入及び販売・損害保険代理店・生命保険の募集に関する業務・インターネットを利用した各種情報提供サービス・前各号に附帯関連する一切の業務,東京都新宿区新宿2-13-16,2013,10百万円,,20,https://next-life-agent.com/,,
2024-07-01,株式会社エム・シー・ピー,サブコン,1,■ビル・マンション改修工事、リフォーム工事全般、解体工事、アスベスト撤去工事、光触媒建設業許可 国土交通大臣許可（特-20）第22786号建設業の種類 建築工事業、左官工事業、屋根工事業、板金工事業、塗装工事業、 内装仕上工事業、建具工事業、石工事業、大工工事業、 タイル・レンガ・ブロック工事業、ガラス工事業、防水工事業労働者派遣業：許可番号 派13-308873,東京都渋谷区恵比寿西2-3-3 武田第2ビル1F,2000,"9,300万円",,20,https://www.mcp-ltd.co.jp/,代表取締役 鈴木 政志,
2024-06-01,株式会社 NAC設計（旧　日本エアコンセンター）,建築設計事務所,1,■事業内容：空気調和・換気設備、給排水・衛生設備、電気・通信・情報設備など、主として建築設備に関する設計・工事監理・技術コンサルタント,東京都千代田区外神田5-3-1秋葉原OSビル4F,1963,10百万円,,20,http://www.n-ac.co.jp/index.html,,
2024-06-01,株式会社アセットジャパン,不動産管理,2,■事業内容： 不動産分譲事業、賃貸管理事業■ビジョン： 世界一自由な会社を創り、全ての人を自由にする。,東京都中央区築地7-12-7築地FTSビル 3F,2011,20百万円,,13,https://assetjapan.co.jp/,,
2024-08-01,株式会社ハートフルホーム,住宅（ハウスメーカー）,3,■事業内容： 新築工事・増改築工事・店舗工事・フォーム工事・内装工事■HEARTFUL HOMEのコンセプト湘南ならではのライフスタイルやデザインをカタチにしていくこと。それが、私たちハートフルホームが目指す理想の家づくりです。お客様のパートナーとして、お客様とともにつくり上げる「湘南の家」。私たちは、独自の発想力と確かな技術で、湘南を愛するお客様に質の高い住まいを提供してまいります。,神奈川県茅ヶ崎市新栄町13-45陽北ビル4F,,20百万円,,33,https://www.heartfulhome.co.jp/,,
2024-08-01,株式会社オーシャンブリーズ,内装・インテリア・リフォーム,6,■企業概要：当社は設計・施工、解体、ビル管理の3つの事業を軸に発展を遂げてきました。お客様のほとんどとゼネコンを挟まない直接取り引きを行ない、大手衣料品チェーン・大手ファストフードチェーン、ドラッグストアの店舗、病院、大学の校舎、公共施設など様々な建物の施工を請け負ってまいりました。売上も堅調に推移しており、東京支店も開設しました。より多くのお客様のニーズにお応えできる体制を整えています。,神奈川県横浜市青葉区青葉台1-5-2,1993,40百万円,45.0,23,https://www.oceanbreezecoltd.co.jp/index.html,,
2024-06-01,株式会社エステック,建築設計事務所,1,プラントの土木建築設計・現場管理業務・技術者派遣業（派14-302579）,横浜市鶴見区鶴見中央2-2-4鶴見ダイカンプラザ202,1965,"3,150,000円",,5,http://www.yokohama-stec.co.jp/,代表取締役 佐藤 真一,
2024-07-01,さくら建設株式会社,ゼネコン,4,■事業内容： 開発設計・土木工事・建築設計・建築工事・リフォーム・不動産事業 ■企業特徴：設立以来30年、広大な大規模宅地プロジェクト、分譲戸建ブランドの「LAGRAS（ラグラス）」、そして、こだわりの注文住宅など、神奈川エリアを中心に年間約200棟の家づくりを行ってきた企業です。今では、これまでのノウハウを活かし、戸建以外にも店舗新築工事や内装工事など、常に新しいモノにチャレンジし続けています。,神奈川県川崎市宮前区犬蔵2-2-12,1995,30百万円,,18,http://www.sakura-k.co.jp/,,
2024-05-01,株式会社サンプラン,土地活用,1,■建売、分譲住宅の企画・販売■新築戸建分譲事業【加入団体】社団法人 全日本不動産協会公益社団法人 不動産保証協会,神奈川県横浜市西区楠町9-7 TAKビル6F▼8/1より下記住所へ移転します▼神奈川県横浜市西区楠町14-5 タイムズビル4F,2011,"3,000万円",,8,https://www.yokohama-sunplan.com/,代表取締役 牧田 勝巳,
2024-07-01,クリア株式会社,内装・インテリア・リフォーム,1,■事業内容：・住宅及び収宅設備の維持、管理及び点検並びにメンテナンス業務の請負・清掃請負業・建物、構築物のリフォーム請負・水まわり緊急メンテナンス及び給排水設備工事・車や旅行等を通じた充実したライフスタイルについての情報発信や提案及びコンサルティング並びにイベントの開催,愛知県春日井市惣中町1-60,2004,10百万円,,10,https://clearmaintenance.jp/,,
2024-08-01,株式会社西建,内装・インテリア・リフォーム,3,■事業内容： 個人宅・店舗等のリフォーム業株式会社西建は愛知県岡崎市に拠点を置く総合リフォーム・リノベーション企業です。愛知県全域で住宅、マンション、店舗など内装工事から塗装工事まで幅広く事業を行っております。■特徴（TOPICS）： 社長が大工として家づくりをしてきた経験から、お客様に技術、サービス、コストを直接お届けしたいとの思いで設立したリフォーム専門店です。モデルハウスを持たず、SNSを活用するなど広告費削減の工夫などで無駄を省くことにより、お客様に低コストで高品質のサービスを提供しています。お客様の声にこたえることができるサービスで、リピーターにも繋がっています。,愛知県岡崎市矢作町字八剱34-5,2008,500百万円,,8,https://www.nishiken-reform.net/,,
2024-08-01,髙木建設株式会社,サブコン,1,■事業内容：土木工事をはじめ、建築工事、舗装工事、とび・土工工事、解体工事、重機施工・建設資材の販売、リサイクル事業,愛知県知多郡東浦町大字緒川字旭14-6,1965,20百万円,49.0,27,http://takagi-kensetsu.co.jp/,,
2024-08-01,株式会社住生活研究所,住宅（ハウスメーカー）,15,～住生活を研究し、お客様の幸せを創造します～■事業内容クレバリーホーム桑名店・四日市店・稲沢店・豊川店・各務原店を展開し、下記事業を行っています：(1)注文住宅の設計施工(2)店舗の設計施工(3)アパートの設計施工(4)リフォームの設計施工,三重県桑名市新西方7-12,2013,10百万円,,54,https://ch-juseikatsu.com/,,
2024-08-01,株式会社ユーテック,内装・インテリア・リフォーム,4,■事業内容： 板金工事、屋根工事、外壁工事、樋工事、エクステリア工事、鉄骨工事、既製品金物工事、製作金物工事、パネル工事、装飾金物■特徴：当社は板金・金属屋根・樋・製作金物・装飾金物から鉄骨工事まで幅広い工事を手掛けています。「金属でなら何でも作ります」出来ないとは言わないプライドと、お客様に喜んで頂く一心で仕事に取り組み、そこで得た知識や経験を次の工事に活かし病院、ショッピングセンター、公共施設など工事の幅も増え続けています。伝統を受け継ぎながらも、柔軟な考えと自由な発想を大切にし、建設業ではありますが女性も活躍している会社です。,京都府京都市上京区藪之内町85,2000,10百万円,,26,http://www.you-tec.com/,,
