COMPANY_NAME,JOB_TITTLE,JOB_DESCRIPTION,LOCATION
株式会社四国総合研究所,【高松】研究職（土木技術/コンクリート）＜実務未経験可＞※四国電力G／年休122日／年収400万～,～四国電力グループ傘下にて高い安定性の元、研究職に従事いただけます／電力関係はもちろん社会インフラに広く関わる社会貢献性の高い業務です／年休122日・完全週休二日制の土日祝休み・転勤無・残業月15時間程度と腰を据えて働ける環境～ ■業務内容：【変更の範囲：無】 土木技術（特にコンクリート）に関する研究開発・コンサルタント業務をお任せします。 【具体的には】 (1)研究開発 ・CO2削減を目指したコンクリートの研究・開発 ・コンクリートの保守管理に関する劣化予測手法の研究・開発 ・フライアッシュ（火力発電所で副産物として生成される石炭灰）有効活用に関する研究・開発 など ＜具体的な作業例＞ ・コンクリートの作製（材料を混ぜ、固める） ・サンプルの試験（強度、性状確認など） ・大学や研究機関の先生との情報交換、意見伺い ・論文などの調査 など (2)コンサルタント業務 官公庁や建設コンサルタント等からの依頼対応として、 コンクリート構造物の保守管理に関するコンサルタント調査（コンクリートの劣化試験等） ・対象構造物からのコンクリートサンプルの採取 ・試験片の強度試験、性状試験 など ※コンクリートの混合やサンプル運搬のため重量物の運搬や重量物を扱う作業が発生します。 ※チームでの作業も多く、ご入社後は先輩社員が丁寧に指導いたします。すぐにお一人に全てをお任せすることはございません。 ■事業内容： 電気事業への貢献と電気事業で培った技術の提供による地域振興を目的に、1987年10月、四国電力株式会社の技術研究所を母体として分離・独立しました。以降、電力・エネルギーをはじめとして、土木・地質、情報通信、エレクトロニクス、化学、バイオテクノロジーなどの分野にわたって研究開発を行っています。四国電力からの受託研究が最も多く8割程度を占めていますが、四国の民間研究開発機関として大学・自治体・鉄道や道路関係の民間企業との共同研究を実施。地域社会の振興発展に役立つ研究開発にも取り組んでいます。,['香川']
株式会社四国総合研究所,【高松】研究職（電子・情報）＜経験者求人＞※四国電力G／年休122日／年収550万～,～四国電力グループ傘下にて高い安定性の元、研究職に従事いただけます／電力関係はもちろん社会インフラに広く関わる社会貢献性の高い業務です／年休122日・完全週休二日制の土日祝休み・転勤無・残業月15時間程度と腰を据えて働ける環境～ ■業務内容：【変更の範囲：無】 原子力発電所における保守点検や運用管理の高度化・効率化に関する研究および実用化に向けての装置開発などをお任せします。 【具体的には】 ・超音波利用技術に関する研究 ・電磁応用非破壊検査技術に関する研究 ・設備保全技術等の最適化研究 ・状態監視保全技術の高度化研究 ・試験等の自主技術化・代替技術開発 ・運転・保守支援技術の高度化研究 など ■事業内容： 電気事業への貢献と電気事業で培った技術の提供による地域振興を目的に、1987年10月、四国電力株式会社の技術研究所を母体として分離・独立しました。以降、電力・エネルギーをはじめとして、土木・地質、情報通信、エレクトロニクス、化学、バイオテクノロジーなどの分野にわたって研究開発を行っています。四国電力からの受託研究が最も多く8割程度を占めていますが、四国の民間研究開発機関として大学・自治体・鉄道や道路関係の民間企業との共同研究を実施。地域社会の振興発展に役立つ研究開発にも取り組んでいます。,['香川']
株式会社四国総合研究所,【高松】研究職（電子・情報）＜実務未経験可＞※四国電力G／年休122日・転勤無／年収400万～,～四国電力グループ傘下にて高い安定性の元、研究職に従事いただけます／電力関係はもちろん社会インフラに広く関わる社会貢献性の高い業務です／年休122日・完全週休二日制の土日祝休み・転勤無・残業月15時間程度と腰を据えて働ける環境～ ■業務内容：【変更の範囲：無】 原子力発電所における保守点検や運用管理の高度化・効率化に関する研究および実用化に向けての装置開発などをお任せします。 【具体的には】 ・超音波利用技術に関する研究 ・電磁応用非破壊検査技術に関する研究 ・設備保全技術等の最適化研究 ・状態監視保全技術の高度化研究 ・試験等の自主技術化・代替技術開発 ・運転・保守支援技術の高度化研究 など ※チームでの作業も多く、ご入社後は先輩社員が丁寧に指導いたします。すぐにお一人に全てをお任せすることはございません。 ■事業内容： 電気事業への貢献と電気事業で培った技術の提供による地域振興を目的に、1987年10月、四国電力株式会社の技術研究所を母体として分離・独立しました。以降、電力・エネルギーをはじめとして、土木・地質、情報通信、エレクトロニクス、化学、バイオテクノロジーなどの分野にわたって研究開発を行っています。四国電力からの受託研究が最も多く8割程度を占めていますが、四国の民間研究開発機関として大学・自治体・鉄道や道路関係の民間企業との共同研究を実施。地域社会の振興発展に役立つ研究開発にも取り組んでいます。,['香川']
コンビウィズ株式会社,【カジュアル面談】保育士＊未経験歓迎※認可保育園≪福利厚生充実≫≪完全週休2日≫≪業務持ち帰り無し≫,★★【面談内容について】★★ ■カジュアル面談とは：質疑応答や会社説明などをメインとした、採用担当者様と顔合わせをする場と考えて頂ければ幸いです。選考要素は一切ありませんので、お気軽にご応募ください。 ■面談内容：質疑応答がメインになります。選考要素は一切ありませんので、「実際の就業実態」や「現場の人間関係」などの、通常の選考であれば聞きづらい内容もお気軽にご質問頂いて構いません。 ■所要時間：15分~1時間予定（応募者様のご希望に合わせます） ■面談方法：WEB面談、または、電話面談 ★★【求人内容について】★★ ≪福利厚生・働き方ともに充実しています≫≪ベビー用品メーカー「コンビグループ」が運営のコンビプラザ保育園≫※認可保育園※ ■仕事の概要：同社運営の認可保育園にて保育業務の全般をお任せします。 ■業務の特徴：基本的に複数担任制のため、日頃からコミュニケーションをとり協力体制を大事にしています。例えば、（1）毎日の朝礼や終礼、引き継ぎノートなどを活用し、職員全員で共有をする （2）午睡中にクラスの担任同士で“報・連・相”の実施、などです。 ■ワークライフバランスについて：年間休日120日以上、有給2日は入社時支給、夏休みの連休取得可(平均4～6日)、土日連休(平均週2回以上)、等のワークライフバランスにおける各水準が非常に高いのが特徴です。他にも、コンプライアンスに基づいた企業運営ならではの充実した体制が多くあります。※業務の持ち帰りは原則禁止しており殆ど発生しません。 ■女性のキャリアについて：育休、産休、時短等の子育て支援制度も充実しております。また、家賃補助や借り上げ社宅といった制度を用意しており、企業として従業員の方々の子育てを応援しています。※産前産後休暇および育児休業制度の利用者は年間約20名です ■評価について：半年ごとの園長との評価面談や年間を通しての人事評価システム、年に1回の職員アンケートなどが実施されています。悩み事や人生設計、キャリアアップなど、今考えていることをじっくり聞き取り、会社や園でどんなサポートができるのかを一緒に考えていきます。,['東京']
コンビウィズ株式会社,保育士＊園長・主任候補※認可保育園≪福利厚生充実≫≪完全週休2日≫≪業務持ち帰り無し≫,★★【面談内容について】★★ ■カジュアル面談とは：質疑応答や会社説明などをメインとした、採用担当者様と顔合わせをする場と考えて頂ければ幸いです。選考要素は一切ありませんので、お気軽にご応募ください。 ■面談内容：質疑応答がメインになります。選考要素は一切ありませんので、「実際の就業実態」や「現場の人間関係」などの、通常の選考であれば聞きづらい内容もお気軽にご質問頂いて構いません。 ■所要時間：15分～1時間予定（応募者様のご希望に合わせます） ■面談方法：WEB面談、または、電話面談 ★★【求人内容について】★★ ≪福利厚生・働き方ともに充実しています≫≪ベビー用品メーカー「コンビグループ」が運営のコンビプラザ保育園≫※認可保育園※ ■仕事の概要：同社運営の認可保育園にて保育業務の全般をお任せします。 ■業務の特徴：基本的に複数担任制のため、日頃からコミュニケーションをとり協力体制を大事にしています。例えば、（1）毎日の朝礼や終礼、引き継ぎノートなどを活用し、職員全員で共有をする （2）午睡中にクラスの担任同士で“報・連・相”の実施、などです。 ■ワークライフバランスについて：年間休日120日以上、有給2日は入社時支給、夏休みの連休取得可（平均4～6日）、土日連休（平均週2回以上）、等のワークライフバランスにおける各水準が非常に高いのが特徴です。他にも、コンプライアンスに基づいた企業運営ならではの充実した体制が多くあります。※業務の持ち帰りは原則禁止しており殆ど発生しません。 ■女性のキャリアについて：育休、産休、時短等の子育て支援制度も充実しております。また、家賃補助や借り上げ社宅といった制度を用意しており、企業として従業員の方々の子育てを応援しています。※産前産後休暇および育児休業制度の利用者は年間約20名です ■評価について：半年ごとの園長との評価面談や年間を通しての人事評価システム、年に1回の職員アンケートなどが実施されています。悩み事や人生設計、キャリアアップなど、今考えていることをじっくり聞き取り、会社や園でどんなサポートができるのかを一緒に考えていきます。,['東京']
コンビウィズ株式会社,【東京】未経験歓迎＊保育士《完全週休2日＊業務持ち帰り無し》◇ベビー用品のコンビグループ◇,≪福利厚生・働き方ともに充実しています≫≪ベビー用品メーカー「コンビグループ」が運営のコンビプラザ保育園≫※認可保育園※ ■仕事の概要：同社運営の認可保育園にて保育業務の全般をお任せします。 ■業務の特徴：基本的に複数担任制のため、日頃からコミュニケーションをとり協力体制を大事にしています。例えば、（1）毎日の朝礼や終礼、引き継ぎノートなどを活用し、職員全員で共有をする （2）午睡中にクラスの担任同士で“報・連・相”の実施、などです。 ■ワークライフバランスについて：年間休日120日以上、有給2日は入社時支給、夏休みの連休取得可(平均4～6日)、土日連休(平均週2回以上)、等のワークライフバランスにおける各水準が非常に高いのが特徴です。他にも、コンプライアンスに基づいた企業運営ならではの充実した体制が多くあります。 ■女性のキャリアについて：育休、産休、時短等の子育て支援制度も充実しております。また、家賃補助や借り上げ社宅といった制度を用意しており、企業として従業員の方々の子育てを応援しています。※産前産後休暇および育児休業制度の利用者は年間約20名です ■業務の持ち帰りについて：業務の持ち帰りは原則禁止しており殆ど発生しません。※行事前に限り持ち帰るケースがありますが、それ以外は、基本的に持ち帰り業務は発生しません ■評価について：半年ごとの園長との評価面談や年間を通しての人事評価システム、年に1回の職員アンケートなどが実施されています。悩み事や人生設計、キャリアアップなど、今考えていることをじっくり聞き取り、会社や園でどんなサポートができるのかを一緒に考えていきます。 ■資格取得について： 毎年、年間目標を設定し評価を行う「人事評価制度」を導入しています。その評価は社内の等級制度に反映され、昇級・昇給・昇格とも結びつけられています。また、キャリアアップや家庭環境に合わせた異動希望も申告出来るシステムがあります。 ■1日のスケジュールについて： （1）[登園：07:00~10:00] （2）[午前活動10:00~11:00]※お散歩、体操指導、造形教室 （3）[給食：11:00~12:00] （4）[午睡：12:00~15:00] （5）[おやつ：15:00~16:00] （6）[午後の活動：16:00~17:00] （7）[降園：18:00~20:30],['東京']
学校法人藤田学園,【豊明】大学事務局のシステム開発・管理担当◆国内最大級の医療施設・大学を運営法人／働き方・福利厚生◎,"【国内最大級・医療機関・大学を運営する学校法人藤田学園／年間手術件数は1万件日本有数の医療施設／福利厚生◎】 ◆年休123日／有給取得義務5日有り／所定労働時間：7時間30分／月残業10～20時間以内◆ 【業務内容】 先端的な医療科学の研究・医療人の育成を通じて、トップレベルの医療の実現を目指す当法人において、大学事務局の職員として下記の業務をご担当いただきます。 ご入社後は、情報セキュリティをメイン担当で行いつつ、教学システム関係を覚えていくことを想定しております。 【変更の範囲：会社の定める業務】 ■教学システム関係： ・開発案件の検討 ・システム化構想の企画／提案／まとめ ・業務改善企画／提案／まとめ ・導入支援／システムテスト／トレーニング ・保守／運用管理／マニュアル整備／問い合わせ対応 ■情報セキュリティ関係： ・インシデント発生時の手順学習／報告／対応 ・情報セキュリティポリシーの学習／改善 ・内部監査の提案／実施／報告 ・問い合わせ対応／トレーニング ■その他： ・IT系情報収集、事務局DX化サポート、業務効率化に向けたITスキル研修会などの実施 ■キャリアパス： ・メンバ→主任→係長→課長→室長→副部長→部長とキャリアアップいただけます。 ・職員約6,896名、外来患者約3千名、入院患者約1,200名、学生約3千名の規模を誇る同学園。この規模の組織運営に関わることは他にはなく、スキルアップできる環境です。 ■組織構成： ・全体で4名（課長1名、主任1名、事務員1名、パート1名／20～50代／中途3名、新卒1名）で構成。 ■当法人の魅力： ・学校法人藤田学園は医療系総合学園として教育、研究、診療を一体化させ医師、看護師、臨床検査技師、臨床工学技士、診療放射線技師、理学療法士、作業療法士を育成し、地域社会に貢献しています。 ・大学病院の総ベッド数は1494床あり、1つの医療施設としては日本最多。年間手術件数は1万件を超える日本有数の医療施設。 ・研究レベルが高く、文部科学省が推進する21世紀COEプログラム研究教育拠点に採択され、アルツハイマー病の研究において注目されています。テレビ出演をするほどの有名医師が在籍。",['愛知']
学校法人藤田学園,【豊明】自社運営施設の設備管理◆国内最大級の医療施設・大学を運営／所定労働7時間30分・年休120日,"【国内最大級・医療機関・大学を運営する学校法人藤田学園／年間手術件数は1万件日本有数の医療施設／福利厚生◎】 ◆年休120日／有給取得義務5日有り／所定労働時間：7時間30分／月残業20時間以下◆ ■採用背景： 当法人は藤田医科大学のほか、病院や研究施設など医療施設の運営を行っております。 今後、災害時医療に注力するため、増築や新設備の導入を積極的に行っています。その為、それらの維持、管理するポジションである施設管理職の採用を進めております。 ■業務内容：【変更の範囲：会社の定める業務】 ビル管理業務全般を主業務としてお願いします。 ・新築・改修工事の計画・立案、発注資料作成 ・工事管理（工程、施工、コスト） ・工事業者との調整 ・内部調整、簡易修繕、当直業務等 ※実際の工事などの業務は行いません。 ※早出・遅出、当直（月3回以下）業務あり。当直の翌日は基本的に休日となります。 ■組織構成： 部署全体で43名（20～60代）が在籍しています。 中途24名、新卒19名で構成され、中途入社者が半数以上のため、中途社員を受け入れる環境も整っております。 ■キャリアパス： ・主任→係長→課長→室長、副部長とキャリアを歩んでいただけます。 ・職員約6,896名、外来患者約3,000名、入院患者約1,200名、学生約3,000名の規模を誇る同学園。この規模の施設運営に関わることは他にはなく、スキルアップできる環境です ■働き方◎： ・残業20時間程度（所定労働時間7時間30分）、年休120日＋有給取得義務5日有り ・休日の急な呼び出しなしで、福利厚生充実。 ■当法人の魅力： ・学校法人藤田学園は医療系総合学園として教育、研究、診療を一体化させ医師、看護師、臨床検査技師、臨床工学技士、診療放射線技師、理学療法士、作業療法士を育成し、地域社会に貢献しています。 ・大学病院の総ベッド数は1494床あり、1つの医療施設としては日本最多。年間手術件数は1万件を超える日本有数の医療施設。 ・研究レベルが高く、文部科学省が推進する21世紀COEプログラム研究教育拠点に採択され、アルツハイマー病の研究において注目されています。また、テレビ出演をするほどの有名医師が在籍。",['愛知']
学校法人藤田学園,【豊明】学校法人のビル管理業務◆国内最大級の医療施設・大学を運営／福利厚生◎／所定労働７時間３０分,"【国内最大級・医療機関・大学を運営する学校法人藤田学園／年間手術件数は1万件日本有数の医療施設／福利厚生◎】 ◆年休１２０日／有給取得義務5日有り／所定労働時間：７時間３０分／月残業２０時間以下◆ ■業務内容： 当法人の施設、ビル管理業務全般をお願いいたします。 ・新築・改修工事の計画・立案、発注資料作成 ・工事管理(工程、施工、コスト) ・内部調整、簡易修繕、当直業務など ※実際の工事などの業務は行いません。 ※早出・遅出、当直業務あり ■管理部門について： 現在本学では、様々な部門において業務の改善や見直しを図っており、学園全体のプロジェクトや部門内でもプロジェクト等を多く抱えています。これまでのご経験を活かし、未来の藤田学園を担って頂ける人材を募集しております。 ■キャリアパス◎： ・職員約６,８９６名、外来患者約３,０００名、入院患者約１,２００名、学生約３,０００名の規模を誇る同学園。この規模の施設運営に関わることは他にはなく、スキルアップできる環境です。 ■働き方◎： ・残業２０時間程度（所定労働時間７時間３０分）、年休１２０日＋有給取得義務5日有り ・福利厚生充実と安定した長期就業を目指せる職場環境です。 ■当法人の魅力： ・学校法人藤田学園は医療系総合学園として教育、研究、診療を一体化させ医師、看護師、臨床検査技師、臨床工学技士、診療放射線技師、理学療法士、作業療法士を育成し、地域社会に貢献しています。 ・大学病院の総ベッド数は１４９４床あり、1つの医療施設としては日本最多。年間手術件数は１万件を超える日本有数の医療施設。 ・研究レベルが高く、文部科学省が推進する２１世紀COEプログラム研究教育拠点に採択され、アルツハイマー病の研究において注目されています。また、テレビ出演をするほどの有名医師が在籍。 ・学校法人としては、国家試験合格のためのサポートはもちろん、アセンプリを必修科目として導入し、チーム医療に必要不可欠な協調性、責任感、コミュニケーション能力や問題解決能力などを有する「良き医療人」の育成を目指す。",['愛知']
学校法人藤田学園,【豊明】大学事務局のシステム開発・管理担当◆国内最大級の医療施設・大学を運営法人／働き方・福利厚生◎,"【国内最大級・医療機関・大学を運営する学校法人藤田学園／年間手術件数は1万件日本有数の医療施設／福利厚生◎】 ◆年休１２３日／有給取得義務5日有り／所定労働時間：７時間３０分／月残業１０～２０時間以内◆ 【業務内容】 先端的な医療科学の研究・医療人の育成を通じて、トップレベルの医療の実現を目指す当法人において、 大学事務局の職員として下記の業務をご担当いただきます。 ■教学システム関係： ・開発案件の検討 ・システム化構想の企画／提案／まとめ ・業務改善企画／提案／まとめ ・導入支援／システムテスト／トレーニング ・保守／運用管理／マニュアル整備／問い合わせ対応 ■情報セキュリティ関係： ・インシデント発生時の手順学習／報告／対応 ・情報セキュリティポリシーの学習／改善 ・内部監査の提案／実施／報告 ・問い合わせ対応／トレーニング ■その他： ・IT系情報収集、事務局DX化サポート、業務効率化に向けたITスキル研修会などの実施 ■キャリアパス◎： ・職員約６,８９６名、外来患者約３,０００名、入院患者約１,２００名、学生約３,０００名の規模を誇る同学園。この規模の組織運営に関わることは他にはなく、スキルアップできる環境です。 ■働き方◎： ・残業１０～２０時間程度（所定労働時間７時間３０分）、年休１２３日＋有給取得義務5日有り ・福利厚生充実と安定した長期就業を目指せる職場環境です。 ■当法人の魅力： ・学校法人藤田学園は医療系総合学園として教育、研究、診療を一体化させ医師、看護師、臨床検査技師、臨床工学技士、診療放射線技師、理学療法士、作業療法士を育成し、地域社会に貢献しています。 ・大学病院の総ベッド数は１４９４床あり、1つの医療施設としては日本最多。年間手術件数は１万件を超える日本有数の医療施設。 ・研究レベルが高く、文部科学省が推進する２１世紀COEプログラム研究教育拠点に採択され、アルツハイマー病の研究において注目されています。また、テレビ出演をするほどの有名医師が在籍。 ・学校法人としては、国家試験合格のためのサポートはもちろん、アセンプリを必修科目として導入し、チーム医療に必要不可欠な協調性、責任感、コミュニケーション能力や問題解決能力などを有する「良き医療人」の育成を目指す。",['愛知']
学校法人藤田学園,【豊明】学校法人の人事職◆国内最大級の医療施設・大学を運営／採用や制度等キャリアパス◎／年休１２３日,"【国内最大級・医療機関・大学を運営する学校法人藤田学園／年間手術件数は1万件日本有数の医療施設／福利厚生◎】 ◆年休１２３日／有給取得義務5日有り／所定労働時間：７時間３０分／月残業１０～２０時間以内◆ ■採用背景： 大学の教育改革を推進し、病院を拡大する上で、教育・医療スタッフといった人財は欠かすことのできない重要な要因であり、学園の成長戦略に併せて大きく増員しています。 ■業務内容： 組織の拡大に伴い、学園の教職員を支える以下人事関連業務をご担当いただきます。 業務はご経験に応じて、検討いたします。 ・スタッフの採用業務 ・人事制度構築業務 ・労務管理業務 ・教育関連業務など ■キャリアパス◎： ・職員約６,８９６名、外来患者約３,０００名、入院患者約１,２００名、学生約３,０００名の規模を誇る同学園。この規模の組織運営に関わることは他にはなく、スキルアップできる環境です。 ・当面は人事部内での業務をお任せいたしますが、当学園ではローテーションを行っており、例えば総務部門、広報部門、経営企画部門等職種を跨ぐ事もある為、管理部門としてゼネラリストとしてご活躍いただけます。 ■働き方◎： ・県外への転勤なし ・残業１０～２０時間程度（所定労働時間７時間３０分）、年休１２３日＋有給取得義務5日有り ・福利厚生充実と安定した長期就業を目指せる職場環境です。 ■当法人の魅力： ・学校法人藤田学園は医療系総合学園として教育、研究、診療を一体化させ医師、看護師、臨床検査技師、臨床工学技士、診療放射線技師、理学療法士、作業療法士を育成し、地域社会に貢献しています。 ・大学病院の総ベッド数は１４９４床あり、1つの医療施設としては日本最多。年間手術件数は１万件を超える日本有数の医療施設。 ・研究レベルが高く、文部科学省が推進する２１世紀COEプログラム研究教育拠点に採択され、アルツハイマー病の研究において注目されています。また、テレビ出演をするほどの有名医師が在籍。 ・学校法人としては、国家試験合格のためのサポートはもちろん、アセンプリを必修科目として導入し、チーム医療に必要不可欠な協調性、責任感、コミュニケーション能力や問題解決能力などを有する「良き医療人」の育成を目指す。",['愛知']
学校法人藤田学園,【愛知/豊明】自社運営施設の設備管理　～施工管理経験者歓迎／病院や大学等／年休120日～,"■採用背景 当法人は藤田医科大学のほか、病院や研究施設など医療施設の運営を行っております。今後、災害時医療に注力していくため、増築や新設備の導入を積極的に行っています。その為、それらの維持、管理するポジションである施設管理職の採用を進めております。 ■担当業務： ビル管理業務全般を主業務とする 他 ・新築・改修工事の計画・立案、発注資料作成 ・工事管理(工程、施工、コスト) ・工事業者との調整 ・内部調整、簡易修繕、当直業務等 ※実際の工事などの業務は行いません。 ※早出・遅出、当直業務あり。 当直の回数は月3回以下です。当直の翌日は基本的に休日となります。 ■組織構成（全拠点合計） 部署人数は39名います。平均年齢は40歳です。中途入社の社員は半数くらいいますので、中途メンバーを受け入れる環境も整っております。 ■当法人の特色および魅力： ・県外への転勤なし、残業10～20時間程度、福利厚生充実と安定した長期就業を目指せる職場環境です。 ・学校法人藤田学園は医療系総合学園として教育、研究、診療を一体化させ医師、看護師、臨床検査技師、臨床工学技士、診療放射線技師、理学療法士、作業療法士を育成するとともに、4つの大学病院がそれぞれの機能を発揮して地域社会に貢献しています。 ・1964年、故、藤田啓介医学博士により『独創ー理』を建学の理念とした医療系総合学園として愛知県豊明市に創設。創設時は不足していた准看護師や臨床検査技師の育成から開学した学園も現在では医療に携わる殆どの医療人の育成をしており、学生数も3,000人を超える大学・学校となっています。また、教育、研究、診療が一体となっており、研究では、低侵襲医療の研究など、世界的な学会でも度々報告を行っています。",['愛知']
学校法人藤田学園,【豊明】社内ＳＥ◆国内最大級の医療施設・大学を運営／福利厚生◎／所定労働７時間３０分・年休１２３日,"【国内最大級・医療機関・大学を運営する学校法人藤田学園／年間手術件数は1万件日本有数の医療施設／福利厚生◎】 ◆年休１２３日／有給取得義務5日有り／所定労働時間：７時間３０分／月残業１０～２０時間以内◆ ■業務内容： 先端的な医療科学の研究・医療人の育成を通じて、トップクラスレベルの医療の実現を目指す当法人において、社内SEとして病院の情報システム（電子カルテシステム等）や、学園全体のネットワーク基盤に関する設計・開発・構築などの業務をお任せします。 ■業務詳細： ・開発案件の検討 ・システム化構想の企画／提案 ・業務改善企画／提案 ・プロジェクト編成、人員調達 ・保守／運用管理 ・プロジェクト管理／外注管理 ・導入支援／トレーニング ・システム環境管理（ハード／ソフト／備品等） ■キャリアパス◎： ・職員約６,８９６名、外来患者約３,０００名、入院患者約１,２００名、学生約３,０００名の規模を誇る同学園。この規模の組織運営に関わることは他にはなく、スキルアップできる環境です。 ■働き方◎： ・残業１０～２０時間程度（所定労働時間７時間３０分）、年休１２３日＋有給取得義務5日有り ・福利厚生充実と安定した長期就業を目指せる職場環境です。 ■当法人の魅力： ・学校法人藤田学園は医療系総合学園として教育、研究、診療を一体化させ医師、看護師、臨床検査技師、臨床工学技士、診療放射線技師、理学療法士、作業療法士を育成し、地域社会に貢献しています。 ・大学病院の総ベッド数は１４９４床あり、1つの医療施設としては日本最多。年間手術件数は１万件を超える日本有数の医療施設。 ・研究レベルが高く、文部科学省が推進する２１世紀COEプログラム研究教育拠点に採択され、アルツハイマー病の研究において注目されています。また、テレビ出演をするほどの有名医師が在籍。 ・学校法人としては、国家試験合格のためのサポートはもちろん、アセンプリを必修科目として導入し、チーム医療に必要不可欠な協調性、責任感、コミュニケーション能力や問題解決能力などを有する「良き医療人」の育成を目指す。",['愛知']
学校法人大阪電気通信大学,【大阪／守口市】任期付嘱託職員～生徒相談室の運営やカウンセリング～◆2024年7月以降入社,■職務内容： 任期付嘱託職員として大阪電気通信大学高等学校での生徒相談室の運営及び生徒へのカウンセリング業務をお任せします。 ＜具体的な業務＞ ・生徒相談室の運営及び生徒へのカウンセリング業務 ・入学試験、定期試験等での別室受験対応 ・業務委託によるカウンセラーとの調整業務 ・保健室繁忙時の業務応援 ・その他、生徒相談室に関わる業務全般 ■職場環境： 高校には約60名の教職員が在籍しており、年齢層は30‐40代メインに活躍中です。年齢層は幅広く、長く働いている方が多い職場となっています。 ■契約期間： 採用日から採用年度末（2025年3月31日）までの任期がありますが、ご入社タイミングは相談可能です。※初回の契約期間は採用日から採用年度の末日までとします。 通算の雇用年数が 5 年を超えない範囲で更新することがあります。 更新後の契約期間は、4月1日から翌年3月31日までとします。 更新の可否は契約期間満了時の担当業務量、法人の経営状況、勤務態度等により判断します。,['大阪']
学校法人関西学院,未経験歓迎／事務系総合職・専任職員／大学などの運営に携わる,【専任事務職員・事務系総合職】法人の運営、各キャンパスにおける学生支援など学校運営に関わる事務業務,"['大阪', '東京', '兵庫']"
警察庁,警察官／全国47都道府県で募集／住宅手当・子育て支援制度あり,【国民の安全安心を守る】交番・警察署・都道府県警察本部でさまざまな業務に従事します。,[]
一般財団法人日本自動車研究所,【茨城】高圧水素や蓄電池の安全性に関する試験等◇自動車を専門的に研究する財団法人／離職率1％未満,～モビリティ社会の未来を創る公的機関／自動車を皮切りにグローバルに研究、活躍したい方へ／フレックス／年休121日／離職率1％未満～ ■業務内容： 環境研究部 水素・電気安全実験グループでは、城里テストセンター内の燃料電池安全性評価試験棟（Hy-SEF）を拠点とし、施設内に設置された耐爆火災試験設備、液圧試験設備、圧縮水素試験設備等を活用し、主に高圧水素や蓄電池の安全性に関する試験を行っています。 ■業務詳細： ・蓄電池安全性評価に係わる実験業務 ・FCV・EVおよび関連部品等の火災に係わる実験業務 ・圧縮水素容器および付属品の強度・耐久性評価に係わる実験（ガス圧・液圧）業務 ■配属組織： 環境研究部 水素・電気安全実験Gr：8名 ■働く環境： 完全週休2日制（土日祝休み）、年間休日121日、フレックスタイム制も導入しているため、柔軟な働き方が可能です。 各種手当や福利厚生も整備されているため、安心できる環境のもとでスキルを磨き自動車研究に携わることができます。 ■当法人について： ◇当法人は「中立的」「公益的」な立場で、自動車に関する総合的な研究を行う機関です。クルマ社会の健全な進展に貢献することを使命とした公益法人の試験研究機関として、中立的、公益的な活動を行うことで、50年以上の長きにわたり、日本の自動車産業の発展や自動車技術の進展とともに歩んでまいりました。 ◇そんな私たちの仕事は、自動車産業との深い連携の中で蓄積したノウハウをもとに、柔軟なアイディアでモビリティ社会の未来を描き、中立的な研究機関として積極的にアクションを起こすことで、より良いクルマ社会を創っていくことです。時には社会をリードしたり、メーカーのサポートに回ったりと様々な立場で、世の中に出ていくものに携われる事業を展開しているため、社会貢献性の大きな仕事となります。,['茨城']
一般財団法人日本自動車研究所,ネットワークエンジニア◆自動車業界向け共通ネットワークの運用管理・導入支援◆在宅・副業・フレックス有,■担当業務： 当法人は「中立的」「公益的」な立場で、自動車に関する総合的な研究を行う機関です。今回はJNX(Japanese automotive Network eXchange)サービスの運用管理および新規企画立案の業務をお任せします。 ■業務内容： ・ＪＮＸネットワークの運用管理 ・ＪＮＸサービスの導入支援 ・新ＪＮＸネットワーク/サービスの立案検討 ※「JNX」は、自動車メーカー／自動車部品メーカーをはじめとした様々なメーカー2500社以上の企業が利用している業界共通ネットワークです。 ■働く環境： 完全週休2日制（土日祝休み）、年間休日121日、残業月平均20H程度かつリモートワーク、フレックスタイム制も導入しているため、柔軟な働き方が可能です。各種手当や福利厚生も整備されているため、安心できる環境のもとでスキルを磨き自動車研究に携わることができます。 ■当法人について： クルマ社会の健全な進展に貢献することを使命とした試験研究機関として、中立的、公益的な活動を行うことで、50年以上の長きにわたり日本の自動車産業の発展や自動車技術の進展とともに歩んでまいりました。そんな私たちの仕事は、自動車産業との深い連携の中で蓄積したノウハウをもとに、柔軟なアイディアでモビリティ社会の未来を描き、中立的な研究機関として積極的にアクションを起こすことで、より良いクルマ社会を創っていくことです。時には社会をリードしたり、メーカーのサポートに回ったりと様々な立場で、世の中に出ていくものに携われる事業を展開しているため、社会貢献性の大きな仕事となります。,['東京']
